sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_noise_variance
10000.0,1000.0,1,5000.0,0,0.01,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,mu_dot_Shoulder,mu_dot_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
24,-7.511251329560765e-05,-3.935293905669823e-05,0.00050231626664754,-4.4120454958829214e-05,0.00050231626664754,-4.4120454958829214e-05,0.0026089111,0.00016857304,0.0,0.0,[],0.031105671,29.127193,29.26004,0.0,0.0,0.0
25,-6.404593805200421e-05,-4.016930985471845e-05,0.0005533287621801719,-4.081853990101081e-05,0.0005533287621801719,-4.081853990101081e-05,0.0025506248,0.00016509576,0.0,0.0,[],0.031092936,29.127193,29.26004,0.0,0.0,0.0
26,-5.1981936630909336e-05,-4.092100511115859e-05,0.0006032000710547436,-3.758476282200718e-05,0.0006032000710547436,-3.758476282200718e-05,0.0024935654,0.00016168886,0.0,0.0,[],0.031079805,29.127193,29.26004,0.0,0.0,0.0
27,-3.8942848623264583e-05,-4.160936045082053e-05,0.0006519544003822375,-3.4417766983096953e-05,0.0006519544003822375,-3.4417766983096953e-05,0.0024377166,0.0001583498,0.0,0.0,[],0.03106627,29.127193,29.26004,0.0,0.0,0.0
28,-2.4950950100901538e-05,-4.223568335874006e-05,0.0006995949261181522,-3.131614539597649e-05,0.0006995949261181522,-3.131614539597649e-05,0.0023820263,0.00015508108,0.0,0.0,[],0.031052327,29.127193,29.26004,0.0,0.0,0.0
29,-1.0026756644947456e-05,-4.2801228169082605e-05,0.0007462096727977041,-2.827724051712721e-05,0.0007462096727977041,-2.827724051712721e-05,0.0023307374,0.00015194525,0.0,0.0,[],0.031037971,29.127193,29.26004,0.0,0.0,0.0
30,5.8087700017495065e-06,-4.330725371346489e-05,0.0007917763323348481,-2.5301277219114127e-05,0.0007917763323348481,-2.5301277219114127e-05,0.002278333,0.00014879816,0.0,0.0,[],0.031023199,29.127193,29.26004,0.0,0.0,0.0
31,2.253511738672387e-05,-4.375499319849041e-05,0.000836317369248718,-2.2386974251276115e-05,0.000836317369248718,-2.2386974251276115e-05,0.0022270519,0.00014571515,0.0,0.0,[],0.031008003,29.127193,29.26004,0.0,0.0,0.0
32,4.013393590867054e-05,-4.4145678680251875e-05,0.0008799409260973334,-1.953427408807329e-05,0.0008799409260973334,-1.953427408807329e-05,0.002181178,0.000142635,0.0,0.0,[],0.030992374,29.127193,29.26004,0.0,0.0,0.0
33,5.858547803654802e-05,-4.448049257916864e-05,0.0009225771063938737,-1.6740694945838186e-05,0.0009225771063938737,-1.6740694945838186e-05,0.002131809,0.00013967896,0.0,0.0,[],0.03097631,29.127193,29.26004,0.0,0.0,0.0
34,7.787047114106827e-05,-4.476059610169613e-05,0.0009642496552260127,-1.4005176126374863e-05,0.0009642496552260127,-1.4005176126374863e-05,0.0020836275,0.00013677594,0.0,0.0,[],0.030959807,29.127193,29.26004,0.0,0.0,0.0
35,9.797003331186717e-05,-4.498712820350192e-05,0.0010049781085399445,-1.1326605090289377e-05,0.0010049781085399445,-1.1326605090289377e-05,0.0020364227,0.00013392855,0.0,0.0,[],0.030942857,29.127193,29.26004,0.0,0.0,0.0
36,0.00011886832566233353,-4.5161030416238643e-05,0.0010449146175233182,-8.695110636836034e-06,0.0010449146175233182,-8.695110636836034e-06,0.0019968254,0.00013157472,0.0,0.0,[],0.030925456,29.127193,29.26004,0.0,0.0,0.0
37,0.0001405611639347626,-4.528347369159746e-05,0.0010846419136214536,-6.122163767940947e-06,0.0010846419136214536,-6.122163767940947e-06,0.0019863648,0.00012864734,0.0,0.0,[],0.030907601,29.127193,29.26004,0.0,0.0,0.0
38,0.00016303047232213433,-4.5355532729445256e-05,0.0011234654193685856,-3.602951892389683e-06,0.0011234654193685856,-3.602951892389683e-06,0.0019411753,0.00012596059,0.0,0.0,[],0.030889282,30.793861,29.26004,0.0,0.0,0.0
39,0.00018625855860591404,-4.537826082923857e-05,0.0011614043141889852,-1.136404989665607e-06,0.0011614043141889852,-1.136404989665607e-06,0.0018969448,0.00012332735,0.0,0.0,[],0.030870495,30.793861,29.26004,0.0,0.0,0.0
40,0.0002102280843246263,-4.535269123607577e-05,0.0011984762859356124,1.278479658139986e-06,0.0011984762859356124,1.278479658139986e-06,0.0018535986,0.00012074424,0.0,0.0,[],0.030851236,30.793861,29.26004,0.0,0.0,0.0
41,0.00023492208914831285,-4.527983668140223e-05,0.0012347002411843278,3.6427277336770203e-06,0.0012347002411843278,3.6427277336770203e-06,0.0018111978,0.0001182124,0.0,0.0,[],0.030831499,30.793861,29.26004,0.0,0.0,0.0
42,0.00026032395580841697,-4.5160689801377884e-05,0.0012700933330052067,5.95734400121728e-06,0.0012700933330052067,5.95734400121728e-06,0.0017696547,0.00011573082,0.0,0.0,[],0.030811278,30.793861,29.26004,0.0,0.0,0.0
43,0.0002864174301066669,-4.49962234006307e-05,0.0013046737149124965,8.223320037359372e-06,0.0013046737149124965,8.223320037359372e-06,0.0017290191,0.0001132988,0.0,0.0,[],0.030790567,30.793861,29.26004,0.0,0.0,0.0
44,0.0003131865796603961,-4.4787391634599774e-05,0.001338457477686461,1.044158830154629e-05,0.001338457477686461,1.044158830154629e-05,0.0016891882,0.00011091342,0.0,0.0,[],0.030769363,30.793861,29.26004,0.0,0.0,0.0
45,0.0003406156518758507,-4.45351712687625e-05,0.0013714536107727326,1.261101829186373e-05,0.0013714536107727326,1.261101829186373e-05,0.0016498067,0.0001084715,0.0,0.0,[],0.030747661,30.793861,29.26004,0.0,0.0,0.0
46,0.0003686893785197753,-4.4240479155632784e-05,0.00140368633219623,1.4734605656485655e-05,0.00140368633219623,1.4734605656485655e-05,0.0016116361,0.000106179374,0.0,0.0,[],0.030725455,30.793861,29.26004,0.0,0.0,0.0
47,0.0003973926058097277,-4.39042143716506e-05,0.0014351613644976169,1.6813239199109375e-05,0.0014351613644976169,1.6813239199109375e-05,0.0015737517,0.00010393168,0.0,0.0,[],0.030702742,30.793861,29.26004,0.0,0.0,0.0
48,0.0004267106726183556,-4.3527258062567855e-05,0.001465903340431396,1.8847815454137162e-05,0.001465903340431396,1.8847815454137162e-05,0.0015370988,0.000101728816,0.0,0.0,[],0.030679515,30.793861,29.26004,0.0,0.0,0.0
49,0.00045797413142281587,-4.305628855036048e-05,0.0015631729402230121,2.354847561036877e-05,0.0015631729402230121,2.354847561036877e-05,0.00486348,0.00023503302,0.0,0.0,[],0.06545316478466562,30.793861,31.011002,0.0,0.0,0.0
50,0.0004911089921370149,-4.249630794674886e-05,0.001656743035709951,2.799903018058103e-05,0.001656743035709951,2.799903018058103e-05,0.004678505,0.00022252773,0.0,0.0,[],0.06545315,30.793861,31.011002,0.0,0.0,0.0
51,0.0005260710160655436,-4.184919037470536e-05,0.0017481011964264326,3.2355878602174926e-05,0.0017481011964264326,3.2355878602174926e-05,0.004567908,0.00021784242,0.0,0.0,[],0.06545311,30.793861,31.011002,0.0,0.0,0.0
52,0.0005628170672571286,-4.1116771594715825e-05,0.001837302559579257,3.662093899947649e-05,0.001837302559579257,3.662093899947649e-05,0.0044600684,0.00021325304,0.0,0.0,[],0.06545304,30.793861,31.011002,0.0,0.0,0.0
53,0.0006013137099216692,-4.030053099086217e-05,0.001924832133227028,4.081203019268287e-05,0.001924832133227028,4.081203019268287e-05,0.004376479,0.00020955456,0.0,0.0,[],0.0654529,30.793861,31.011002,0.0,0.0,0.0
54,0.00064151908562053,-3.9402218976647416e-05,0.0020102687849430367,4.4915600710737635e-05,0.0020102687849430367,4.4915600710737635e-05,0.0042718328,0.00020517853,0.0,0.0,[],0.06545271,30.793861,31.011002,0.0,0.0,0.0
55,0.000683392257342348,-3.842352062747522e-05,0.0020936585860908963,4.893491745860956e-05,0.0020936585860908963,4.893491745860956e-05,0.00416949,0.00020096583,0.0,0.0,[],0.065452434,30.793861,31.011002,0.0,0.0,0.0
56,0.0007269019819796086,-3.7366521960393575e-05,0.002175486231863033,5.284993335408217e-05,0.002175486231863033,5.284993335408217e-05,0.0040913825,0.00019575079,0.0,0.0,[],0.06545207,30.793861,31.011002,0.0,0.0,0.0
57,0.000772009343636455,-3.623304975008067e-05,0.002255368082842324,5.667361051564512e-05,0.002255368082842324,5.667361051564512e-05,0.003994093,0.00019118386,0.0,0.0,[],0.06545161,30.793861,31.011002,0.0,0.0,0.0
58,0.0008186761304386892,-3.5024705084651935e-05,0.0023333393401117064,6.0417233271437e-05,0.0023333393401117064,6.0417233271437e-05,0.0038985629,0.00018718114,0.0,0.0,[],0.06545102,30.793861,31.011002,0.0,0.0,0.0
59,0.0008668650647450705,-3.3743056415005404e-05,0.0024094467153190635,6.408243348232645e-05,0.0024094467153190635,6.408243348232645e-05,0.0038053687,0.00018326001,0.0,0.0,[],0.0654503,30.793861,31.011002,0.0,0.0,0.0
60,0.0009165397263132037,-3.238963757212331e-05,0.002483733078406658,6.767094214410463e-05,0.002483733078406658,6.767094214410463e-05,0.0037143182,0.00017942543,0.0,0.0,[],0.06544945,30.793861,31.011002,0.0,0.0,0.0
61,0.0009676640361431056,-3.096591051871654e-05,0.002556215491495095,7.118635267033824e-05,0.002556215491495095,7.118635267033824e-05,0.0036241207,0.00017577053,0.0,0.0,[],0.065448426,30.793861,31.011002,0.0,0.0,0.0
62,0.0010202039695286658,-2.9473339031937927e-05,0.0026269966692780145,7.462857433893078e-05,0.0026269966692780145,7.462857433893078e-05,0.0035390588,0.00017211109,0.0,0.0,[],0.06544724,30.793861,31.011002,0.0,0.0,0.0
63,0.0010741256462642923,-2.7913364187952526e-05,0.0026960838367813267,7.799874219927005e-05,0.0026960838367813267,7.799874219927005e-05,0.0034543585,0.0001685084,0.0,0.0,[],0.06544588,30.793861,31.011002,0.0,0.0,0.0
64,0.0011293960054172202,-2.6287397904525265e-05,0.0027635179576463997,8.129831417136302e-05,0.0027635179576463997,8.129831417136302e-05,0.0033717062,0.0001649786,0.0,0.0,[],0.06544431,30.793861,31.011002,0.0,0.0,0.0
65,0.0011859827442094683,-2.459682340486323e-05,0.0028293369396124035,8.452872498310171e-05,0.0028293369396124035,8.452872498310171e-05,0.0032909492,0.00016152054,0.0,0.0,[],0.06544255,30.793861,31.011002,0.0,0.0,0.0
66,0.001243846947181737,-2.2843919609840654e-05,0.0028932101486134343,8.764518975112878e-05,0.0028932101486134343,8.764518975112878e-05,0.0031936606,0.00015582325,0.0,0.0,[],0.06544055,30.793861,31.011002,0.0,0.0,0.0
67,0.0013029580436705146,-2.1029994968557717e-05,0.0029555548244388774,9.06962320641469e-05,0.0029555548244388774,9.06962320641469e-05,0.0031172337,0.00015255212,0.0,0.0,[],0.06543833,30.793861,31.011002,0.0,0.0,0.0
68,0.0013632846940890885,-1.9156473540533613e-05,0.0030163325209286995,9.367607140120526e-05,0.0030163325209286995,9.367607140120526e-05,0.0030388848,0.00014899197,0.0,0.0,[],0.06543586,30.793861,31.011002,0.0,0.0,0.0
69,0.0014247978088678791,-1.7224607299795013e-05,0.003075655738939531,9.659331203693e-05,0.003075655738939531,9.659331203693e-05,0.002966161,0.00014586204,0.0,0.0,[],0.06543312,30.793861,31.011002,0.0,0.0,0.0
70,0.0014874555740971118,-1.5235195673994883e-05,0.0031328882614616305,9.947058129000652e-05,0.0031328882614616305,9.947058129000652e-05,0.0028616262,0.00014386346,0.0,0.0,[],0.06543011,30.793861,31.011002,0.0,0.0,0.0
71,0.0015512305796437432,-1.3189447627155447e-05,0.0031887502773315646,0.00010228740234197176,0.0031887502773315646,0.00010228740234197176,0.002793101,0.00014084106,0.0,0.0,[],0.06542681,30.793861,31.011002,0.0,0.0,0.0
72,0.001616096054931404,-1.1088546066275727e-05,0.003243273764383048,0.000105045078043986,0.003243273764383048,0.000105045078043986,0.0027261744,0.00013788379,0.0,0.0,[],0.065423205,30.793861,31.011002,0.0,0.0,0.0
73,0.0016820258524239762,-8.933650237850076e-06,0.0032964898746286053,0.00010774479142128257,0.0032964898746286053,0.00010774479142128257,0.0026608056,0.00013498568,0.0,0.0,[],0.065419294,30.793861,31.011002,0.0,0.0,0.0
74,0.0017489914567704547,-6.7261446019983725e-06,0.003348280217323918,0.00011037528179258516,0.003348280217323918,0.00011037528179258516,0.0025895173,0.00013152452,0.0,0.0,[],0.065415055,30.793861,31.011002,0.0,0.0,0.0
75,0.0018169680132268697,-4.467135331651649e-06,0.003398827822820749,0.00011295046351733617,0.003398827822820749,0.00011295046351733617,0.0025273804,0.00012875909,0.0,0.0,[],0.06541048,30.793861,31.011002,0.0,0.0,0.0
76,0.0018859312623681036,-2.157707253900286e-06,0.0034481624570616987,0.00011547140388756816,0.0034481624570616987,0.00011547140388756816,0.0024667317,0.00012604702,0.0,0.0,[],0.065405555,30.793861,31.011002,0.0,0.0,0.0
77,0.001955857485154411,2.0107832369832393e-07,0.0034963111393153667,0.0001179392788799305,0.0034963111393153667,0.0001179392788799305,0.0024074342,0.00012339375,0.0,0.0,[],0.06540026,30.793861,31.011002,0.0,0.0,0.0
78,0.002026723525632406,2.6081814667122795e-06,0.0035433020238997415,0.00012035515715069778,0.0035433020238997415,0.00012035515715069778,0.0023495443,0.00012079391,0.0,0.0,[],0.06539458,30.793861,31.011002,0.0,0.0,0.0
79,0.0020985067515721313,5.0625853464225776e-06,0.0035891612969862763,0.00012272019398551492,0.0035891612969862763,0.00012272019398551492,0.0022929637,0.00011825184,0.0,0.0,[],0.065388516,30.793861,31.011002,0.0,0.0,0.0
80,0.002171185078332201,7.563292751910934e-06,0.0036339163380034734,0.0001250353702744178,0.0036339163380034734,0.0001250353702744178,0.002237752,0.00011575882,0.0,0.0,[],0.06538205,30.793861,31.011002,0.0,0.0,0.0
81,0.0022447369312430967,1.0109325658049797e-05,0.0036775926455447916,0.0001273016453069431,0.0036775926455447916,0.0001273016453069431,0.0021838155,0.000113313756,0.0,0.0,[],0.065375164,30.793861,31.011002,0.0,0.0,0.0
82,0.0023191460989619374,1.2700256957032265e-05,0.003720458385942038,0.00012954656494912342,0.003720458385942038,0.00012954656494912342,0.002143287,0.00011224599,0.0,0.0,[],0.065367855,30.793861,31.011002,0.0,0.0,0.0
83,0.0023943938197044192,1.5335293464886504e-05,0.003762386037124088,0.0001317518253927119,0.003762386037124088,0.0001317518253927119,0.0020963827,0.00011026302,0.0,0.0,[],0.0653601,30.793861,31.011002,0.0,0.0,0.0
84,0.002470461223056191,1.80135899972811e-05,0.0038033701675885823,0.00013391482661972987,0.0038033701675885823,0.00013391482661972987,0.0020492065,0.00010815006,0.0,0.0,[],0.06535189,30.793861,31.011002,0.0,0.0,0.0
85,0.0025473298210272337,2.073425399430563e-05,0.003843429898552131,0.00013603319985122653,0.003843429898552131,0.00013603319985122653,0.0020029866,0.00010591866,0.0,0.0,[],0.0653432,30.793861,31.011002,0.0,0.0,0.0
86,0.002624987694944139,2.3496402404816778e-05,0.0038828936958452687,0.00013810742052555725,0.0038828936958452687,0.00013810742052555725,0.0019731899,0.00010371104,0.0,0.0,[],0.06533403,30.793861,31.011002,0.0,0.0,0.0
87,0.0027034119763993665,2.6299071046196348e-05,0.003921214072761359,0.00014013343206897844,0.003921214072761359,0.00014013343206897844,0.0019160189,0.000101300575,0.0,0.0,[],0.06532437,30.793861,31.011002,0.0,0.0,0.0
88,0.002782581395076705,2.9141390359654924e-05,0.00395847093386692,0.00014211596567292872,0.00395847093386692,0.00014211596567292872,0.001862843,9.9126686e-05,0.0,0.0,[],0.06531421,30.793861,31.011002,0.0,0.0,0.0
89,0.0028624778032826734,3.202251647508094e-05,0.003994820410298416,0.00014405630577130069,0.003994820410298416,0.00014405630577130069,0.0018174739,9.701701e-05,0.0,0.0,[],0.06530353,30.793861,31.011002,0.0,0.0,0.0
90,0.002943096227609204,3.494154253530725e-05,0.004030921216326533,0.00014595130301131576,0.004030921216326533,0.00014595130301131576,0.0018050403,9.474986e-05,0.0,0.0,[],0.065292306,30.793861,31.011002,0.0,0.0,0.0
91,0.0030244190298981274,3.7897660681665016e-05,0.004066140114446171,0.00014780590731788834,0.004066140114446171,0.00014780590731788834,0.001760945,9.273022e-05,0.0,0.0,[],0.065280534,30.793861,31.011002,0.0,0.0,0.0
92,0.0031064314617106,4.0890464074436767e-05,0.004100621590623632,0.0001496401696385874,0.004100621590623632,0.0001496401696385874,0.0017240739,9.171312e-05,0.0,0.0,[],0.06526821,30.793861,31.011002,0.0,0.0,0.0
93,0.0031891166022251136,4.3919167505919194e-05,0.004134257025725674,0.00015143517157412134,0.004134257025725674,0.00015143517157412134,0.0016817717,8.97501e-05,0.0,0.0,[],0.065255314,30.793861,31.011002,0.0,0.0,0.0
94,0.0032724579078785617,4.6983001343505765e-05,0.004167065282672411,0.00015319169187932857,0.004167065282672411,0.00015319169187932857,0.0016404128,8.782602e-05,0.0,0.0,[],0.065241836,30.793861,31.011002,0.0,0.0,0.0
95,0.003356435119567323,5.0081099859653495e-05,0.00419886058443808,0.00015490492580738646,0.00419886058443808,0.00015490492580738646,0.0015897651,8.56617e-05,0.0,0.0,[],0.06522776,30.793861,31.011002,0.0,0.0,0.0
96,0.0034410325327189645,5.321272596802375e-05,0.004229870657582069,0.00015658130541851278,0.004229870657582069,0.00015658130541851278,0.0015505038,8.381898e-05,0.0,0.0,[],0.06521308,30.793861,31.011002,0.0,0.0,0.0
97,0.0035262348316609867,5.637715938291878e-05,0.004260114947101101,0.00015822167074475146,0.004260114947101101,0.00015822167074475146,0.0015122145,8.201827e-05,0.0,0.0,[],0.06519777,30.793861,31.011002,0.0,0.0,0.0
98,0.0036120270194442135,5.957369131465386e-05,0.004289609389161342,0.00015982659658675402,0.004289609389161342,0.00015982659658675402,0.0014747222,8.02463e-05,0.0,0.0,[],0.06518183,30.793861,31.011002,0.0,0.0,0.0
99,0.0036983944415987942,6.280162709344951e-05,0.004318371107729035,0.0001613967889397827,0.004318371107729035,0.0001613967889397827,0.0014380859,7.850962e-05,0.0,0.0,[],0.06516524,30.793861,31.011002,0.0,0.0,0.0
100,0.0037853227566301945,6.606028730175242e-05,0.004346415751570021,0.00016293301041514496,0.004346415751570021,0.00016293301041514496,0.0014022322,7.681108e-05,0.0,0.0,[],0.06514799,30.793861,31.011002,0.0,0.0,0.0
101,0.003872797968724627,6.93490044841383e-05,0.0043737606047216104,0.00016443585911929404,0.0043737606047216104,0.00016443585911929404,0.0013672427,7.514244e-05,0.0,0.0,[],0.06513007,30.793861,31.011002,0.0,0.0,0.0
102,0.0039608095364747,7.26674905718028e-05,0.004400578387503629,0.0001659243043832248,0.004400578387503629,0.0001659243043832248,0.0013408891,7.442226e-05,0.0,0.0,[],0.065111466,30.793861,31.011002,0.0,0.0,0.0
103,0.004049343989645423,7.601509754749716e-05,0.004426722658536164,0.00016738034878471808,0.004426722658536164,0.00016738034878471808,0.0013072136,7.280222e-05,0.0,0.0,[],0.06509216,30.793861,31.011002,0.0,0.0,0.0
104,0.00413838802403916,7.939120775517953e-05,0.004452201719686855,0.00016880551038411795,0.004452201719686855,0.00016880551038411795,0.0012739531,7.125808e-05,0.0,0.0,[],0.06507216,30.793861,31.011002,0.0,0.0,0.0
105,0.004227928769905703,8.279519717689258e-05,0.004477037293327157,0.00017019947108565248,0.004477037293327157,0.00017019947108565248,0.0012417787,6.9698035e-05,0.0,0.0,[],0.06505142,30.793861,31.011002,0.0,0.0,0.0
106,0.004317953622921779,8.622645255400134e-05,0.004501242650803761,0.00017156276885543775,0.004501242650803761,0.00017156276885543775,0.0012102679,6.816489e-05,0.0,0.0,[],0.065029964,30.793861,31.011002,0.0,0.0,0.0
107,0.004408450249866293,8.968437426574386e-05,0.0045248313472257,0.00017289608558712644,0.0045248313472257,0.00017289608558712644,0.0011794348,6.666584e-05,0.0,0.0,[],0.06500775,30.793861,31.011002,0.0,0.0,0.0
108,0.0044994066097933695,9.316837189999208e-05,0.004547817996353842,0.0001741998817124113,0.004547817996353842,0.0001741998817124113,0.0011493325,6.518981e-05,0.0,0.0,[],0.06498478,30.793861,31.011002,0.0,0.0,0.0
109,0.004590810876688921,9.667786753652766e-05,0.004570213344777585,0.00017547478182677878,0.004570213344777585,0.00017547478182677878,0.0011197674,6.374501e-05,0.0,0.0,[],0.06496104,30.793861,31.011002,0.0,0.0,0.0
110,0.004682650951217512,0.00010021225231412249,0.004592003726429539,0.00017671923887974117,0.004592003726429539,0.00017671923887974117,0.0010895191,6.2222854e-05,0.0,0.0,[],0.06493651,30.793861,31.011002,0.0,0.0,0.0
111,0.004774916911337642,0.00010377098705248503,0.0046132980060065165,0.00017793673691812728,0.0046132980060065165,0.00017793673691812728,0.001064714,6.0874903e-05,0.0,0.0,[],0.064911194,30.793861,31.011002,0.0,0.0,0.0
