sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_noise_variance
10000.0,1000.0,1,5000.0,0,0.01,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,mu_dot_Shoulder,mu_dot_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
24,8.599529526691185e-05,-3.543444640627058e-05,0.0002890223750000587,-0.0001538806848770946,0.0002890223750000587,-0.0001538806848770946,0.00039450292,-0.00030329733,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
25,9.193034629788599e-05,-3.863095269821315e-05,0.00029675255154870683,-0.00015982531459712845,0.00029675255154870683,-0.00015982531459712845,0.00038650885,-0.00029723148,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
26,9.801686795071873e-05,-4.1943973692468716e-05,0.0003043260826416372,-0.00016565104971277833,0.0003043260826416372,-0.00016565104971277833,0.00037867657,-0.00029128676,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
27,0.00010425179192679934,-4.537117903623766e-05,0.00031174619880403043,-0.00017136026718844732,0.00031174619880403043,-0.00017136026718844732,0.00037100582,-0.00028546088,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
28,0.00011063211107284587,-4.8910285115653097e-05,0.00031901595730232657,-0.00017695530397077164,0.00031901595730232657,-0.00017695530397077164,0.00036348792,-0.00027975184,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
29,0.00011715487506080535,-5.255905361877922e-05,0.00032613819939797395,-0.00018243842515630604,0.00032613819939797395,-0.00018243842515630604,0.0003561121,-0.00027415607,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
30,0.00012381719758195687,-5.6315291253667965e-05,0.00033311612605757546,-0.00018781188174443741,0.00033311612605757546,-0.00018781188174443741,0.00034889634,-0.00026867283,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
31,0.00013061142886726886,-6.017593518777176e-05,0.000339711564265599,-0.00019303219670518956,0.000339711564265599,-0.00019303219670518956,0.00032977192,-0.00026101575,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
32,0.00013753489741247905,-6.413889731220479e-05,0.0003461734272605099,-0.0001981481062216517,0.0003461734272605099,-0.0001981481062216517,0.00032309315,-0.0002557955,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
33,0.0001445849837273272,-6.820213135483755e-05,0.0003525043157424079,-0.00020316170213163787,0.0003525043157424079,-0.00020316170213163787,0.00031654444,-0.0002506798,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
34,0.00015175912292761495,-7.236363203446673e-05,0.00035870696001438773,-0.00020807503398145855,0.00035870696001438773,-0.00020807503398145855,0.00031013222,-0.0002456666,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
35,0.00015905480189758238,-7.662143404218114e-05,0.0003647839484983706,-0.00021289010038572087,0.0003647839484983706,-0.00021289010038572087,0.00030384943,-0.00024075333,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
36,0.0001664695589170151,-8.097361134105086e-05,0.00037073785097163636,-0.00021760886494348597,0.00037073785097163636,-0.00021760886494348597,0.00029769514,-0.00023593823,0.0,0.0,[],0.01,58.79386,59.7608,0.14140469,16.296,11.99
37,0.00017400098166945102,-8.541827647491119e-05,0.00037657113762179506,-0.0002222332566930163,0.00037657113762179506,-0.0002222332566930163,0.00029166433,-0.00023121959,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
38,0.0001816463948125602,-8.995357899493685e-05,0.00038227065715545905,-0.00022676512600128262,0.00038227065715545905,-0.00022676512600128262,0.00028497598,-0.00022659347,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
39,0.0001894034884116991,-9.457770616904782e-05,0.0003878546799569449,-0.00023120635870554906,0.0003878546799569449,-0.00023120635870554906,0.00027920114,-0.00022206163,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
40,0.00019727000052625955,-9.928888156309768e-05,0.0003933256057280232,-0.000235558769702493,0.0003933256057280232,-0.000235558769702493,0.0002735463,-0.00021762055,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
41,0.0002052437139536778,-0.00010408536430418281,0.00039868567137091304,-0.00023982413705425643,0.00039868567137091304,-0.00023982413705425643,0.0002680033,-0.00021326837,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
42,0.00021332245717530895,-0.00010896544827119215,0.00040393716108155786,-0.00024400419835046705,0.00040393716108155786,-0.00024400419835046705,0.0002625745,-0.00020900306,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
43,0.0002215041021918296,-0.0001139274613399266,0.00040908225082603167,-0.0002481006534367225,0.00040908225082603167,-0.0002481006534367225,0.0002572545,-0.00020482276,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
44,0.00022978656493251038,-0.00011896976507387081,0.00041412313703403925,-0.00025211518669721045,0.00041412313703403925,-0.00025211518669721045,0.00025204432,-0.00020072666,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
45,0.00023817222462639621,-0.0001240898687308345,0.00041928298469429137,-0.00025600518284818463,0.00041928298469429137,-0.00025600518284818463,0.0002579924,-0.00019449982,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
46,0.0002466589909545292,-0.0001292862163427344,0.0004243383164066472,-0.0002598173805949955,0.0004243383164066472,-0.0002598173805949955,0.0002527666,-0.00019060989,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
47,0.0002552442302294367,-0.00013455728133180856,0.0004292619637453754,-0.0002635532494537074,0.0004292619637453754,-0.0002635532494537074,0.00024618238,-0.00018679345,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
48,0.0002639259469924582,-0.00013990156944373666,0.00043408583815107704,-0.0002672144055964054,0.00043408583815107704,-0.0002672144055964054,0.00024119372,-0.00018305781,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
49,0.0002727021874761704,-0.00014531761626017213,0.0004388120241856086,-0.0002708023408217741,0.0004388120241856086,-0.0002708023408217741,0.00023630931,-0.00017939677,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
50,0.00028157103684861795,-0.00015080398663030792,0.00044344246862237924,-0.0002743185185067887,0.00044344246862237924,-0.0002743185185067887,0.00023152224,-0.00017580889,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
51,0.0002905306190950796,-0.00015635927416610685,0.0004479791123230825,-0.00027776437678994625,0.0004479791123230825,-0.00027776437678994625,0.0002268322,-0.00017229292,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
52,0.0002995790956720157,-0.0001619821004737787,0.0004524238288468041,-0.0002811413153835929,0.0004524238288468041,-0.0002811413153835929,0.00022223583,-0.00016884693,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
53,0.00030871466461576344,-0.00016767111480362474,0.00045677844718738925,-0.0002844507164923016,0.00045677844718738925,-0.0002844507164923016,0.00021773092,-0.00016547006,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
54,0.00031793556242519115,-0.00017342499346796104,0.00046104489047138486,-0.0002876939332168149,0.00046104489047138486,-0.0002876939332168149,0.00021332217,-0.00016216084,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
55,0.0003272400603327696,-0.00017924243924539952,0.000465224895378924,-0.00029087228887192396,0.000465224895378924,-0.00029087228887192396,0.00020900025,-0.00015891778,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
56,0.0003366264653595863,-0.00018512218075329657,0.00046932025134083233,-0.0002939870753948526,0.00046932025134083233,-0.0002939870753948526,0.00020476781,-0.00015573933,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
57,0.00034609311766871544,-0.0001910629720975976,0.00047333261545645655,-0.00029703956721505165,0.00047333261545645655,-0.00029703956721505165,0.0002006182,-0.00015262459,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
58,0.0003556383920749795,-0.0001970635924180897,0.0004772637203132035,-0.00030003101602460447,0.0004772637203132035,-0.00030003101602460447,0.00019655525,-0.00014957244,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
59,0.000365260695489269,-0.00020312284518809065,0.0004811151707144745,-0.00030296263850004834,0.0004811151707144745,-0.00030296263850004834,0.00019257252,-0.00014658112,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
60,0.0003749584677461826,-0.00020923955771877446,0.00048488861284567975,-0.00030583562653418994,0.00048488861284567975,-0.00030583562653418994,0.00018867211,-0.0001436494,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
61,0.00038473017944852474,-0.0002154125808999652,0.0004885855851171073,-0.00030865115905953644,0.0004885855851171073,-0.00030865115905953644,0.00018484861,-0.00014077662,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
62,0.0003945743334134022,-0.00022164078864534534,0.0004922076982438739,-0.0003114103872690066,0.0004922076982438739,-0.0003114103872690066,0.00018110566,-0.00013796141,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
63,0.00040448946226661063,-0.00022792307721488219,0.0004957564426604222,-0.00031411442847684157,0.0004957564426604222,-0.00031411442847684157,0.00017743722,-0.00013520206,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
64,0.0004144741273921681,-0.00023425836502838143,0.0004992332562778756,-0.00031676439067496176,0.0004992332562778756,-0.00031676439067496176,0.00017384069,-0.00013249811,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
65,0.000424526919323398,-0.0002406455922289297,0.0005026395965614938,-0.0003193613600274148,0.0005026395965614938,-0.0003193613600274148,0.00017031701,-0.00012984847,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
66,0.0004346464581749387,-0.0002470837199098242,0.0005059769425770355,-0.0003219063840447234,0.0005059769425770355,-0.0003219063840447234,0.0001668673,-0.0001272512,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
67,0.00044483139189651407,-0.0002535717301827845,0.0005092466860787681,-0.0003244005136480155,0.0005092466860787681,-0.0003244005136480155,0.00016348717,-0.00012470648,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
68,0.00045508039622291105,-0.00026010862549583183,0.0005124502163198486,-0.00032684476565236764,0.0005124502163198486,-0.00032684476565236764,0.00016017651,-0.0001222126,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
69,0.00046539217223198645,-0.0002666934281967315,0.0005155888004537701,-0.0003292401350449836,0.0005155888004537701,-0.0003292401350449836,0.0001569292,-0.00011976847,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
70,0.00047576544907315107,-0.0002733251800782455,0.0005186638420582312,-0.0003315875940756996,0.0005186638420582312,-0.0003315875940756996,0.00015375209,-0.000117372954,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
71,0.000486198979619985,-0.00028000294225080327,0.0005216765273416968,-0.00033388810862788887,0.0005216765273416968,-0.00033388810862788887,0.00015063427,-0.00011502573,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
72,0.0004966915442946628,-0.0002867257944876656,0.0005246282337338926,-0.00033614261184311545,0.0005246282337338926,-0.00033614261184311545,0.00014758532,-0.00011272516,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
73,0.0005072419470207023,-0.00029349283502028817,0.0005275201363019733,-0.00033835202663112796,0.0005275201363019733,-0.00033835202663112796,0.00014459513,-0.00011047074,0.0,0.0,[],0.01,60.79386,59.7608,0.14140469,16.296,11.99
74,0.0005178490164644245,-0.0003003031801563339,0.000530353472186107,-0.0003405172568022863,0.000530353472186107,-0.0003405172568022863,0.0001416668,-0.000108261505,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
75,0.0005285116042523441,-0.00030715596380218816,0.000533129389395981,-0.0003426391822927144,0.000533129389395981,-0.0003426391822927144,0.00013879586,-0.000106096275,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
76,0.0005392285857169554,-0.00031405033727651245,0.0005358490732305654,-0.00034471867371621556,0.0005358490732305654,-0.00034471867371621556,0.0001359842,-0.00010397458,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
77,0.0005499988593419403,-0.0003209854688327596,0.0005385136812492419,-0.00034675657781235714,0.0005385136812492419,-0.00034675657781235714,0.00013323041,-0.0001018952,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
78,0.0005608213446430454,-0.0003279605432499011,0.0005411242650552595,-0.0003487537208570757,0.0005411242650552595,-0.0003487537208570757,0.0001305292,-9.9857156e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
79,0.0005716949838597429,-0.0003349747617187404,0.0005436819608348742,-0.00035071092344196586,0.0005436819608348742,-0.00035071092344196586,0.00012788479,-9.786013e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
80,0.0005826187417324035,-0.0003420273414144504,0.0005461878936330322,-0.00035262898478549687,0.0005461878936330322,-0.00035262898478549687,0.00012529665,-9.590307e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
81,0.0005935916029238796,-0.00034911751517142876,0.0005486430595738057,-0.0003545086878489201,0.0005486430595738057,-0.0003545086878489201,0.0001227583,-9.398515e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
82,0.0006046125708598992,-0.0003562445311445117,0.0005510483968009794,-0.0003563507986541481,0.0005510483968009794,-0.0003563507986541481,0.000120266865,-9.210554e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
83,0.0006156806716489881,-0.0003634076524519969,0.0005534050394544465,-0.0003581560653742599,0.0005534050394544465,-0.0003581560653742599,0.00011783213,-9.026334e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
84,0.000626794950853764,-0.0003706061569528174,0.0005557139602387906,-0.00035992522504102453,0.0005557139602387906,-0.00035992522504102453,0.00011544604,-8.8457986e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
85,0.000637954473031641,-0.00037783933700779926,0.000557976108893854,-0.0003616590027490929,0.000557976108893854,-0.0003616590027490929,0.00011310743,-8.668889e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
86,0.0006491583217530205,-0.0003851064992454667,0.0005601924360689736,-0.00036335811188337175,0.0005601924360689736,-0.00036335811188337175,0.000110816356,-8.4955456e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
87,0.0006604055979823897,-0.0003924069639276695,0.0005623638114684582,-0.00036502323411014004,0.0005623638114684582,-0.00036502323411014004,0.00010856877,-8.325611e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
88,0.000671695423084202,-0.0003997400650996497,0.0005644912550906156,-0.00036665505859900804,0.0005644912550906156,-0.00036665505859900804,0.00010637219,-8.159123e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
89,0.0006830269352803952,-0.0004071051500534395,0.0005665756098096608,-0.00036825424768949233,0.0005665756098096608,-0.00036825424768949233,0.00010421774,-7.9959456e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
90,0.0006943992895139672,-0.0004145015790936668,0.0005686177116785984,-0.0003698214520113652,0.0005686177116785984,-0.0003698214520113652,0.00010210509,-7.8360215e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
91,0.0007058116586540564,-0.00042192872532609727,0.000570618457004457,-0.00037135731162152297,0.000570618457004457,-0.00037135731162152297,0.000100037265,-7.679298e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
92,0.0007172632319452533,-0.0004293859744984729,0.0005725786645598419,-0.0003728624586187834,0.0005725786645598419,-0.0003728624586187834,9.801038e-05,-7.5257354e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
93,0.0007287532155260124,-0.0004368727246117032,0.0005744991790379572,-0.000374337505661515,0.0005744991790379572,-0.000374337505661515,9.602573e-05,-7.375235e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
94,0.0007402808307597297,-0.00044438838559926805,0.0005763807616858685,-0.00037578304937824214,0.0005763807616858685,-0.00037578304937824214,9.4079136e-05,-7.227719e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
95,0.0007518453162811056,-0.00045193237935905014,0.000578224276068795,-0.00037719968798910486,0.000578224276068795,-0.00037719968798910486,9.2175724e-05,-7.0831935e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
96,0.0007634459250948566,-0.00045950413915534226,0.0005800304406875512,-0.00037858798981460495,0.0005800304406875512,-0.00037858798981460495,9.030823e-05,-6.9415095e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
97,0.0007750819250236417,-0.00046710310968023805,0.0005817999964392584,-0.0003799485262447888,0.0005817999964392584,-0.0003799485262447888,8.847779e-05,-6.802682e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
98,0.0007867525984670464,-0.00047472874679897357,0.0005835336721702333,-0.000381281855936777,0.0005835336721702333,-0.000381281855936777,8.668379e-05,-6.6666486e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
99,0.0007984572433406355,-0.00048238051718158204,0.0005852322436794566,-0.00038258851913042236,0.0005852322436794566,-0.00038258851913042236,8.492858e-05,-6.533316e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
100,0.000810195171484338,-0.0004900578981710169,0.0005868964071851224,-0.00038386904947174116,0.0005868964071851224,-0.00038386904947174116,8.320818e-05,-6.402652e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
101,0.0008219657085942344,-0.0004977603776058003,0.0005885268554948198,-0.00038512397173917634,0.0005885268554948198,-0.00038512397173917634,8.152242e-05,-6.274611e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
102,0.0008337681935972795,-0.0005054874534789632,0.0005901242501522574,-0.00038635379365814515,0.0005901242501522574,-0.00038635379365814515,7.986974e-05,-6.14911e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
103,0.0008456019795517022,-0.0005132386339562345,0.0005916892977211319,-0.00038755902386355956,0.0005916892977211319,-0.00038755902386355956,7.825238e-05,-6.026151e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
104,0.0008574664327534265,-0.0005210134368644503,0.0005932226600862123,-0.00038874014541079305,0.0005932226600862123,-0.00038874014541079305,7.666812e-05,-5.9056078e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
105,0.0008693609310557804,-0.0005288113897893254,0.0005947249151176948,-0.0003898976462437531,0.0005947249151176948,-0.0003898976462437531,7.511275e-05,-5.787504e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
106,0.0008812848662455508,-0.0005366320297639504,0.0005961967594885209,-0.0003910319987312505,0.0005961967594885209,-0.0003910319987312505,7.359222e-05,-5.671763e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
107,0.0008932376420875699,-0.0005444749030732509,0.0005976387921009518,-0.0003921436654650279,0.0005976387921009518,-0.0003921436654650279,7.210163e-05,-5.5583336e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
108,0.0009052186745293512,-0.0005523395650834572,0.000599051622089064,-0.0003932331005103151,0.000599051622089064,-0.0003932331005103151,7.06415e-05,-5.4471755e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
109,0.0009172273912213314,-0.0005602255799965405,0.0006004358345990113,-0.0003943007456541636,0.0006004358345990113,-0.0003943007456541636,6.9210626e-05,-5.338226e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
110,0.0009292632309097827,-0.0005681325207319786,0.0006017919844225617,-0.0003953470367719092,0.0006017919844225617,-0.0003953470367719092,6.7807494e-05,-5.2314557e-05,0.0,0.0,[],0.01,60.79386,61.53256,0.14140469,16.296,11.99
