sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_noise_variance
10000.0,1000.0,1,5000.0,0,0.01,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
740,0.26656279958501533,0.02507373444230338,0.023923202376269215,0.002843985894368295,0.023923202376269215,0.002843985894368295,0.0,0.0,[],0.96773905,43.169712,43.259098,0.0,0.0,0.0
741,0.26704120500357004,0.02513060601527177,0.023920270927734633,0.0028435786484193315,0.023920270927734633,0.0028435786484193315,0.0,0.0,[],0.9671192,43.169712,43.259098,0.0,0.0,0.0
742,0.267519549681512,0.025187468901673882,0.02391723389709699,0.002843144320105573,0.02391723389709699,0.002843144320105573,0.0,0.0,[],0.9664842,43.169712,43.259098,0.0,0.0,0.0
743,0.26799783188397547,0.025244322555700915,0.023914110123174792,0.002842682701351684,0.023914110123174792,0.002842682701351684,0.0,0.0,[],0.9658338,43.169712,43.259098,0.0,0.0,0.0
744,0.2684760498675683,0.025301166427559914,0.023910899179642398,0.0028421935929499043,0.023910899179642398,0.0028421935929499043,0.0,0.0,[],0.9651679,43.169712,43.259098,0.0,0.0,0.0
745,0.26895420194388636,0.025357999938964586,0.02390760381590229,0.002841675570233626,0.02390760381590229,0.002841675570233626,0.0,0.0,[],0.96448636,43.169712,43.259098,0.0,0.0,0.0
746,0.2694322861081168,0.025414822525523448,0.023904208211521505,0.002841129327943115,0.023904208211521505,0.002841129327943115,0.0,0.0,[],0.963789,43.169712,43.259098,0.0,0.0,0.0
747,0.26991030072560207,0.025471633603771776,0.023900730874262477,0.0028405539124163326,0.023900730874262477,0.0028405539124163326,0.0,0.0,[],0.96307576,43.169712,43.259098,0.0,0.0,0.0
748,0.2703882438188733,0.02552843261001612,0.023897154663560682,0.0028399503122171765,0.023897154663560682,0.0028399503122171765,0.0,0.0,[],0.9623464,43.169712,43.259098,0.0,0.0,0.0
749,0.27086611349172496,0.025585218950486044,0.0238934836425837,0.0028393170234961573,0.0238934836425837,0.0028393170234961573,0.0,0.0,[],0.96160066,43.169712,43.259098,0.0,0.0,0.0
750,0.27134390787023877,0.02564199201730257,0.023889718925689918,0.002838653340826447,0.023889718925689918,0.002838653340826447,0.0,0.0,[],0.96083856,43.169712,43.259098,0.0,0.0,0.0
751,0.271821624876574,0.025698751231043683,0.023885850316761603,0.002837960687055663,0.023885850316761603,0.002837960687055663,0.0,0.0,[],0.9600598,43.169712,43.259098,0.0,0.0,0.0
752,0.27229926293191153,0.025755495991185946,0.023881902766876406,0.0028372380071131076,0.023881902766876406,0.0028372380071131076,0.0,0.0,[],0.95926434,43.169712,43.259098,0.0,0.0,0.0
753,0.27277681984080393,0.025812225694594536,0.023877845444618684,0.002836485170429448,0.023877845444618684,0.002836485170429448,0.0,0.0,[],0.958452,43.169712,43.259098,0.0,0.0,0.0
754,0.2732542935865649,0.025868939704095654,0.023873687288047618,0.00283570047505588,0.023873687288047618,0.00283570047505588,0.0,0.0,[],0.9576225,43.169712,43.259098,0.0,0.0,0.0
755,0.27373168217571847,0.02592563740038366,0.023869429457678448,0.002834884814400418,0.023869429457678448,0.002834884814400418,0.0,0.0,[],0.95677596,43.169712,43.259098,0.0,0.0,0.0
756,0.2742089832925547,0.025982318147945726,0.023865055841812532,0.0028340373781032824,0.023865055841812532,0.0028340373781032824,0.0,0.0,[],0.9559121,43.169712,43.259098,0.0,0.0,0.0
757,0.2746861949895363,0.026038981328356147,0.023860584849077382,0.002833159020521059,0.023860584849077382,0.002833159020521059,0.0,0.0,[],0.95503074,45.169712,43.259098,0.0,0.0,0.0
758,0.27516331503324426,0.026095626294766375,0.023856002185399516,0.0028322483205114324,0.023856002185399516,0.0028322483205114324,0.0,0.0,[],0.95413166,45.169712,43.259098,0.0,0.0,0.0
759,0.27564034142043475,0.026152252378247604,0.023851319359524892,0.002831304174061522,0.023851319359524892,0.002831304174061522,0.0,0.0,[],0.9532148,45.169712,43.259098,0.0,0.0,0.0
760,0.27611727197112174,0.02620885893265615,0.02384652753434824,0.002830327720427128,0.02384652753434824,0.002830327720427128,0.0,0.0,[],0.95228016,45.169712,43.259098,0.0,0.0,0.0
761,0.27659445352590273,0.02626548642133398,0.023859077739049495,0.002831374433891476,0.023859077739049495,0.002831374433891476,0.0,0.0,[],0.9865076488031751,45.169712,45.252228,0.0,0.0,0.0
762,0.27707186675066664,0.026322134280123807,0.023870661238194257,0.002832392939491335,0.023870661238194257,0.002832392939491335,0.0,0.0,[],0.98650753,45.169712,45.252228,0.0,0.0,0.0
763,0.27754949348100344,0.02637880196778988,0.023881336516839324,0.0028333843833037164,0.023881336516839324,0.0028333843833037164,0.0,0.0,[],0.986507,45.169712,45.252228,0.0,0.0,0.0
764,0.278027317288201,0.026435488952807583,0.023891190359878633,0.0028343492508851043,0.023891190359878633,0.0028343492508851043,0.0,0.0,[],0.9865058,45.169712,45.252228,0.0,0.0,0.0
765,0.278505322452844,0.026492194747621815,0.023900258232148586,0.0028352897407115663,0.023900258232148586,0.0028352897407115663,0.0,0.0,[],0.98650396,45.169712,45.252228,0.0,0.0,0.0
766,0.2789834951874292,0.026548918884580632,0.023908636729262467,0.0028362068479408364,0.023908636729262467,0.0028362068479408364,0.0,0.0,[],0.9865011,45.169712,45.252228,0.0,0.0,0.0
767,0.279461822346757,0.026605660901101388,0.02391635796638769,0.0028371008260377195,0.02391635796638769,0.0028371008260377195,0.0,0.0,[],0.9864971,45.169712,45.252228,0.0,0.0,0.0
768,0.27994029158052586,0.02666242033528469,0.023923461688442726,0.00283797170916511,0.023923461688442726,0.00283797170916511,0.0,0.0,[],0.9864917,45.169712,45.252228,0.0,0.0,0.0
769,0.28041889226213607,0.02671919673791633,0.023930034080509754,0.002838820131581876,0.023930034080509754,0.002838820131581876,0.0,0.0,[],0.98648477,45.169712,45.252228,0.0,0.0,0.0
770,0.28089761391046153,0.026775989685155856,0.023936082416272653,0.002839647361976283,0.023936082416272653,0.002839647361976283,0.0,0.0,[],0.9864761,45.169712,45.252228,0.0,0.0,0.0
771,0.2813764469111428,0.026832798758194602,0.023941650034063455,0.0028404536519373025,0.023941650034063455,0.0028404536519373025,0.0,0.0,[],0.98646545,45.169712,45.252228,0.0,0.0,0.0
772,0.2818553824172975,0.026889623546505988,0.023946775307737367,0.002841239415569241,0.023946775307737367,0.002841239415569241,0.0,0.0,[],0.98645264,45.169712,45.252228,0.0,0.0,0.0
773,0.2823344123967324,0.02694646366379237,0.02395149897174309,0.0028420058643190416,0.02395149897174309,0.0028420058643190416,0.0,0.0,[],0.9864375,45.169712,45.252228,0.0,0.0,0.0
774,0.28281352935715737,0.027003318725988913,0.023955848021247617,0.0028427531098271785,0.023955848021247617,0.0028427531098271785,0.0,0.0,[],0.98641986,45.169712,45.252228,0.0,0.0,0.0
775,0.28329272632342106,0.027060188349819773,0.023959848313185317,0.0028434811915429847,0.023959848313185317,0.0028434811915429847,0.0,0.0,[],0.9863994,45.169712,45.252228,0.0,0.0,0.0
776,0.2837719969367231,0.027117072167684244,0.02396353066510204,0.0028441908932235194,0.02396353066510204,0.0028441908932235194,0.0,0.0,[],0.9863761,45.169712,45.252228,0.0,0.0,0.0
777,0.28425133517554463,0.027173969813185563,0.02396691194107592,0.002844882275065963,0.02396691194107592,0.002844882275065963,0.0,0.0,[],0.9863496,45.169712,45.252228,0.0,0.0,0.0
778,0.2847307353958389,0.02723088093731537,0.023970011014713632,0.002845556206490407,0.023970011014713632,0.002845556206490407,0.0,0.0,[],0.9863197,45.169712,45.252228,0.0,0.0,0.0
779,0.2852101923994844,0.02728780518724088,0.023972850182277794,0.002846212496275591,0.023972850182277794,0.002846212496275591,0.0,0.0,[],0.98628634,45.169712,45.252228,0.0,0.0,0.0
780,0.2856897012659239,0.027344742211783454,0.02397544332197543,0.0028468512271286883,0.02397544332197543,0.0028468512271286883,0.0,0.0,[],0.9862493,45.169712,45.252228,0.0,0.0,0.0
781,0.28616925765132883,0.027401691692307304,0.02397781927024556,0.0028474740261925646,0.02397781927024556,0.0028474740261925646,0.0,0.0,[],0.9862083,45.169712,45.252228,0.0,0.0,0.0
782,0.2866488575155645,0.027458653292521083,0.023979993211784345,0.002848080010688925,0.023979993211784345,0.002848080010688925,0.0,0.0,[],0.98616326,45.169712,45.252228,0.0,0.0,0.0
783,0.28712849711536453,0.027515626681555164,0.02398197999000007,0.0028486694517040334,0.02398197999000007,0.0028486694517040334,0.0,0.0,[],0.9861139,45.169712,45.252228,0.0,0.0,0.0
784,0.2876081728121316,0.027572611524447194,0.023983784838352618,0.0028492421446015825,0.023983784838352618,0.0028492421446015825,0.0,0.0,[],0.98605996,45.169712,45.252228,0.0,0.0,0.0
785,0.28808788109741257,0.02762960749908144,0.02398541426404921,0.0028497987317122053,0.02398541426404921,0.0028497987317122053,0.0,0.0,[],0.9860013,45.169712,45.252228,0.0,0.0,0.0
786,0.2885676189635608,0.02768661427842179,0.02398689330741166,0.002850338967017585,0.02398689330741166,0.002850338967017585,0.0,0.0,[],0.9859378,45.169712,45.252228,0.0,0.0,0.0
787,0.2890473835383375,0.02774363154793315,0.023988228738832218,0.002850863475567955,0.023988228738832218,0.002850863475567955,0.0,0.0,[],0.9858691,45.169712,45.252228,0.0,0.0,0.0
788,0.28952717198310496,0.02780065898921961,0.02398942223837497,0.0028513720643230656,0.02398942223837497,0.0028513720643230656,0.0,0.0,[],0.98579514,45.169712,45.252228,0.0,0.0,0.0
789,0.2900069814869403,0.02785769627712204,0.02399047519176878,0.0028518643951214173,0.02399047519176878,0.0028518643951214173,0.0,0.0,[],0.98571575,45.169712,45.252228,0.0,0.0,0.0
790,0.2904868097570779,0.027914743110399872,0.023991413506879722,0.0028523416638917,0.023991413506879722,0.0028523416638917,0.0,0.0,[],0.9856306,45.169712,45.252228,0.0,0.0,0.0
791,0.2909666543871641,0.027971799174465715,0.02399223150431129,0.0028528032032921757,0.02399223150431129,0.0028528032032921757,0.0,0.0,[],0.9855396,45.169712,45.252228,0.0,0.0,0.0
792,0.2914465131188077,0.028028864137834328,0.023992936582177604,0.0028532481684306887,0.023992936582177604,0.0028532481684306887,0.0,0.0,[],0.98544246,45.169712,45.252228,0.0,0.0,0.0
793,0.2919263835331517,0.028085937691948264,0.023993520717200623,0.0028536777056968887,0.023993520717200623,0.0028536777056968887,0.0,0.0,[],0.98533916,45.169712,45.252228,0.0,0.0,0.0
794,0.2924062638095685,0.028143019521289604,0.023994013820842097,0.0028540914670669437,0.023994013820842097,0.0028540914670669437,0.0,0.0,[],0.9852294,45.169712,45.252228,0.0,0.0,0.0
795,0.2928861521020028,0.02820010931544041,0.0239944146217137,0.0028544897075404307,0.0239944146217137,0.0028544897075404307,0.0,0.0,[],0.98511285,45.169712,45.252228,0.0,0.0,0.0
796,0.2933660465581083,0.02825720676227461,0.023994722805272373,0.002854872341710113,0.023994722805272373,0.002854872341710113,0.0,0.0,[],0.98498946,45.169712,45.252228,0.0,0.0,0.0
797,0.2938459454311296,0.028314311552369034,0.023994943651063805,0.0028552395047212187,0.023994943651063805,0.0028552395047212187,0.0,0.0,[],0.984859,45.169712,45.252228,0.0,0.0,0.0
798,0.2943258470934387,0.028371423374014267,0.023995083115454063,0.0028555910822616326,0.023995083115454063,0.0028555910822616326,0.0,0.0,[],0.9847213,45.169712,45.252228,0.0,0.0,0.0
799,0.2948057499611356,0.02842854191037305,0.023995143384847095,0.002855926817939114,0.023995143384847095,0.002855926817939114,0.0,0.0,[],0.9845762,45.169712,45.252228,0.0,0.0,0.0
800,0.29528565229275394,0.028485666840607483,0.023995116580915576,0.0028562465117216718,0.023995116580915576,0.0028562465117216718,0.0,0.0,[],0.98442346,45.169712,45.252228,0.0,0.0,0.0
801,0.295765552543334,0.028542797845732763,0.023995012529001825,0.0028565502562640788,0.023995012529001825,0.0028565502562640788,0.0,0.0,[],0.98426294,45.169712,45.252228,0.0,0.0,0.0
802,0.2962454492412836,0.02859993460140887,0.023994834897481665,0.0028568377838054104,0.023994834897481665,0.0028568377838054104,0.0,0.0,[],0.9840943,45.169712,45.252228,0.0,0.0,0.0
803,0.29672534093848235,0.028657076787640897,0.023994584859937218,0.0028571093116012136,0.023994584859937218,0.0028571093116012136,0.0,0.0,[],0.98391753,45.169712,45.252228,0.0,0.0,0.0
804,0.29720522607495525,0.028714224072206907,0.023994256823643978,0.0028573642283005185,0.023994256823643978,0.0028573642283005185,0.0,0.0,[],0.98373234,45.169712,45.252228,0.0,0.0,0.0
805,0.2976851033163877,0.02877137612841186,0.023993862071622685,0.002857602810247606,0.023993862071622685,0.002857602810247606,0.0,0.0,[],0.98353857,45.169712,45.252228,0.0,0.0,0.0
806,0.29816497152129906,0.028828532622497915,0.02399341024556878,0.002857824704302736,0.02399341024556878,0.002857824704302736,0.0,0.0,[],0.983336,45.169712,45.252228,0.0,0.0,0.0
807,0.29864482937732373,0.028885693210524872,0.02399289280123429,0.002858029401347828,0.02399289280123429,0.002858029401347828,0.0,0.0,[],0.9831244,45.169712,45.252228,0.0,0.0,0.0
808,0.29912467532490794,0.028942857555524944,0.02399229737921149,0.0028582172500035696,0.02399229737921149,0.0028582172500035696,0.0,0.0,[],0.9829036,45.169712,45.252228,0.0,0.0,0.0
809,0.29960450808751676,0.029000025325499595,0.02399163813044214,0.0028583884987325447,0.02399163813044214,0.0028583884987325447,0.0,0.0,[],0.9826734,45.169712,45.252228,0.0,0.0,0.0
810,0.3000843264961039,0.029057196177302444,0.023990920429357798,0.002858542590142399,0.023990920429357798,0.002858542590142399,0.0,0.0,[],0.98243374,45.169712,45.252228,0.0,0.0,0.0
811,0.30056412926567727,0.02911436976850305,0.02399013847866871,0.002858679560030275,0.02399013847866871,0.002858679560030275,0.0,0.0,[],0.98218435,45.169712,45.252228,0.0,0.0,0.0
812,0.30104391512278855,0.02917154574889792,0.02398929285556295,0.0028587990197435076,0.02398929285556295,0.0028587990197435076,0.0,0.0,[],0.98192495,45.169712,45.252228,0.0,0.0,0.0
813,0.3015236828134969,0.02922872376131797,0.02398838453541674,0.0028589006210024692,0.02398838453541674,0.0028589006210024692,0.0,0.0,[],0.9816555,45.169712,45.252228,0.0,0.0,0.0
814,0.3020034308511525,0.029285903446517197,0.023987401882780146,0.002858984259961339,0.023987401882780146,0.002858984259961339,0.0,0.0,[],0.9813757,45.169712,45.252228,0.0,0.0,0.0
815,0.30248315788761365,0.029343084436415846,0.023986351823057417,0.002859049494932542,0.023986351823057417,0.002859049494932542,0.0,0.0,[],0.9810853,45.169712,45.252228,0.0,0.0,0.0
816,0.30296286273730627,0.02940026634999291,0.023985242484630076,0.0028590956788532296,0.023985242484630076,0.0028590956788532296,0.0,0.0,[],0.9807843,45.169712,45.252228,0.0,0.0,0.0
817,0.3034425441124495,0.0294574488300528,0.02398406875716108,0.002859124002994484,0.02398406875716108,0.002859124002994484,0.0,0.0,[],0.9804725,45.169712,45.252228,0.0,0.0,0.0
818,0.30392220054165825,0.029514631496182747,0.023982821460438286,0.002859133306497341,0.023982821460438286,0.002859133306497341,0.0,0.0,[],0.98014957,45.169712,45.252228,0.0,0.0,0.0
819,0.30440183071112425,0.02957181395555476,0.023981508473300606,0.0028591229686005804,0.023981508473300606,0.0028591229686005804,0.0,0.0,[],0.97981554,45.169712,45.252228,0.0,0.0,0.0
820,0.30488143310682075,0.02962899582906478,0.02398011978482617,0.0028590936755010787,0.02398011978482617,0.0028590936755010787,0.0,0.0,[],0.9794701,45.169712,45.252228,0.0,0.0,0.0
821,0.3053610065497266,0.029686176718741273,0.02397867214529259,0.0028590444838245688,0.02397867214529259,0.0028590444838245688,0.0,0.0,[],0.979113,45.169712,45.252228,0.0,0.0,0.0
822,0.3058405498359755,0.029743356249473236,0.02397716431244379,0.002858976536598057,0.02397716431244379,0.002858976536598057,0.0,0.0,[],0.9787441,45.169712,45.252228,0.0,0.0,0.0
823,0.30632006138419027,0.02980053402003125,0.023975577410740412,0.002858888527900838,0.023975577410740412,0.002858888527900838,0.0,0.0,[],0.9783633,45.169712,45.252228,0.0,0.0,0.0
824,0.30679953972955704,0.029857709617652523,0.023973917268338196,0.0028587798810635334,0.023973917268338196,0.0028587798810635334,0.0,0.0,[],0.9779703,45.169712,45.252228,0.0,0.0,0.0
825,0.3072789834790277,0.029914882638202366,0.0239721874735348,0.002858651027492165,0.0239721874735348,0.002858651027492165,0.0,0.0,[],0.97756493,45.169712,45.252228,0.0,0.0,0.0
826,0.3077583910491107,0.029972052652845787,0.02397037850414807,0.0028585007321710876,0.02397037850414807,0.0028585007321710876,0.0,0.0,[],0.97714704,45.169712,45.252228,0.0,0.0,0.0
827,0.3082377611495035,0.030029219249334133,0.023968505019640984,0.0028583298244173605,0.023968505019640984,0.0028583298244173605,0.0,0.0,[],0.97671646,45.169712,45.252228,0.0,0.0,0.0
828,0.30871709246727785,0.030086381997959297,0.02396656588871582,0.0028581374312581787,0.02396656588871582,0.0028581374312581787,0.0,0.0,[],0.97627294,45.169712,45.252228,0.0,0.0,0.0
829,0.3091963833618644,0.03014354045488303,0.02396454472932663,0.002857922846186689,0.02396454472932663,0.002857922846186689,0.0,0.0,[],0.9758164,45.169712,45.252228,0.0,0.0,0.0
830,0.3096756325265057,0.030200694187285618,0.023962458232065442,0.002857686620129307,0.023962458232065442,0.002857686620129307,0.0,0.0,[],0.9753466,45.169712,45.252228,0.0,0.0,0.0
831,0.31015483830507107,0.0302578427425988,0.023960288928267515,0.002857427765659004,0.023960288928267515,0.002857427765659004,0.0,0.0,[],0.97486347,45.169712,45.252228,0.0,0.0,0.0
832,0.3106339993166974,0.030314985662963045,0.02395805058131617,0.0028571460182122976,0.02395805058131617,0.0028571460182122976,0.0,0.0,[],0.97436684,45.169712,45.252228,0.0,0.0,0.0
833,0.31111311402559827,0.03037212248663756,0.023955735445045034,0.0028568411837257557,0.023955735445045034,0.0028568411837257557,0.0,0.0,[],0.97385633,45.169712,45.252228,0.0,0.0,0.0
834,0.31159218080079054,0.030429252762327094,0.023953338759613585,0.0028565137844767108,0.023953338759613585,0.0028565137844767108,0.0,0.0,[],0.9733319,45.169712,45.252228,0.0,0.0,0.0
835,0.3120711980781798,0.03048637601861212,0.023950863869461214,0.002856162814251384,0.023950863869461214,0.002856162814251384,0.0,0.0,[],0.97279346,45.169712,45.252228,0.0,0.0,0.0
836,0.3125501643882908,0.030543491776830127,0.023948315505551987,0.0028557879109003537,0.023948315505551987,0.0028557879109003537,0.0,0.0,[],0.97224075,45.169712,45.252228,0.0,0.0,0.0
837,0.31302907787528605,0.03060059955615798,0.02394567434976369,0.0028553889663927023,0.02394567434976369,0.0028553889663927023,0.0,0.0,[],0.97167367,45.169712,45.252228,0.0,0.0,0.0
838,0.31350793680911565,0.03065769886061582,0.02394294669147956,0.0028549652228919697,0.02394294669147956,0.0028549652228919697,0.0,0.0,[],0.9710919,45.169712,45.252228,0.0,0.0,0.0
839,0.31398673938405514,0.030714789192408203,0.023940128746974265,0.002854516589619216,0.023940128746974265,0.002854516589619216,0.0,0.0,[],0.97049534,45.169712,45.252228,0.0,0.0,0.0
840,0.3144654840964824,0.03077187007105306,0.023937235621363184,0.002854043932242867,0.023937235621363184,0.002854043932242867,0.0,0.0,[],0.96988386,45.169712,45.252228,0.0,0.0,0.0
841,0.31494416923815266,0.030828940975293397,0.023934257083513044,0.0028535452120168614,0.023934257083513044,0.0028535452120168614,0.0,0.0,[],0.96925724,45.169712,45.252228,0.0,0.0,0.0
842,0.3154227933450932,0.030886001409199944,0.023931205347028195,0.002853021695327307,0.023931205347028195,0.002853021695327307,0.0,0.0,[],0.9686154,45.169712,45.252228,0.0,0.0,0.0
843,0.31590135454228524,0.030943050846992677,0.023928059859602113,0.002852471889636554,0.023928059859602113,0.002852471889636554,0.0,0.0,[],0.9679581,45.169712,45.252228,0.0,0.0,0.0
844,0.31637985096612864,0.03100008876176607,0.023924821192170098,0.0028518957386696187,0.023924821192170098,0.0028518957386696187,0.0,0.0,[],0.9672852,45.169712,45.252228,0.0,0.0,0.0
845,0.316858280885664,0.03105711460641927,0.023921495976767515,0.0028512922326600076,0.023921495976767515,0.0028512922326600076,0.0,0.0,[],0.96659666,45.169712,45.252228,0.0,0.0,0.0
846,0.31733664228492353,0.031114127856155645,0.02391806996297663,0.0028506624868187558,0.02391806996297663,0.0028506624868187558,0.0,0.0,[],0.96589214,45.169712,45.252228,0.0,0.0,0.0
847,0.31781493344157896,0.031171127970876313,0.02391455783277041,0.002850005736033445,0.02391455783277041,0.002850005736033445,0.0,0.0,[],0.9651716,45.169712,45.252228,0.0,0.0,0.0
848,0.318293152283292,0.031228114391670635,0.02391094208565181,0.002849321039716024,0.02391094208565181,0.002849321039716024,0.0,0.0,[],0.9644348,45.169712,45.252228,0.0,0.0,0.0
849,0.31877129715841124,0.03128508655208257,0.02390724375595954,0.0028486080205967212,0.02390724375595954,0.0028486080205967212,0.0,0.0,[],0.9636817,45.169712,45.252228,0.0,0.0,0.0
850,0.3192493660422604,0.03134204388655876,0.02390344419245838,0.0028478667238092115,0.02390344419245838,0.0028478667238092115,0.0,0.0,[],0.962912,45.169712,45.252228,0.0,0.0,0.0
851,0.3197273568813688,0.031398985809095836,0.023899541955418213,0.002847096126854076,0.023899541955418213,0.002847096126854076,0.0,0.0,[],0.9621256,45.169712,45.252228,0.0,0.0,0.0
852,0.3202052678965373,0.03145591174121994,0.02389555075842753,0.0028462966062052786,0.02389555075842753,0.0028462966062052786,0.0,0.0,[],0.96132237,45.169712,45.252228,0.0,0.0,0.0
853,0.3206830970319715,0.03151282109181295,0.023891456771709896,0.002845467529650314,0.023891456771709896,0.002845467529650314,0.0,0.0,[],0.96050215,45.169712,45.252228,0.0,0.0,0.0
854,0.3211608422387162,0.03156971327021603,0.023887260337235316,0.0028446089201539237,0.023887260337235316,0.0028446089201539237,0.0,0.0,[],0.9596649,45.169712,45.252228,0.0,0.0,0.0
855,0.32163850121374893,0.03162658767681638,0.023882948751636546,0.002843720330017341,0.023882948751636546,0.002843720330017341,0.0,0.0,[],0.95881027,45.169712,45.252228,0.0,0.0,0.0
856,0.3221160722738133,0.03168344370592577,0.023878553003217062,0.002842801455469335,0.023878553003217062,0.002842801455469335,0.0,0.0,[],0.95793825,45.169712,45.252228,0.0,0.0,0.0
857,0.3225935533312187,0.031740280748974004,0.023874052870271667,0.002841852152411839,0.023874052870271667,0.002841852152411839,0.0,0.0,[],0.9570487,47.169712,45.252228,0.0,0.0,0.0
858,0.3230709424219842,0.0317970981861882,0.023869454538273827,0.002840871860709804,0.023869454538273827,0.002840871860709804,0.0,0.0,[],0.9561414,47.169712,45.252228,0.0,0.0,0.0
859,0.32354823702238017,0.03185389539109704,0.02386473001979783,0.0028398602454418054,0.02386473001979783,0.0028398602454418054,0.0,0.0,[],0.9552163,47.169712,45.252228,0.0,0.0,0.0
860,0.3240254349363225,0.031910671728618556,0.023859895697116995,0.0028388168760757893,0.023859895697116995,0.0028388168760757893,0.0,0.0,[],0.9542731,47.169712,45.252228,0.0,0.0,0.0
861,0.324502868261054,0.03196746594821904,0.02387166623657566,0.0028397109800240017,0.02387166623657566,0.0028397109800240017,0.0,0.0,[],0.9870272978400024,47.169712,47.254593,0.0,0.0,0.0
862,0.324980518673185,0.03202427755712061,0.02388252060655094,0.002840580445078622,0.02388252060655094,0.002840580445078622,0.0,0.0,[],0.98702717,47.169712,47.254593,0.0,0.0,0.0
863,0.32545836931472194,0.03208110610043609,0.023892532076845496,0.0028414271657739576,0.023892532076845496,0.0028414271657739576,0.0,0.0,[],0.9870267,47.169712,47.254593,0.0,0.0,0.0
864,0.3259364044866584,0.032137951098846984,0.023901758596823752,0.002842249920544937,0.023901758596823752,0.002842249920544937,0.0,0.0,[],0.9870257,47.169712,47.254593,0.0,0.0,0.0
865,0.326414609770302,0.032194812127697724,0.023910264182179786,0.002843051442536826,0.023910264182179786,0.002843051442536826,0.0,0.0,[],0.9870239,47.169712,47.254593,0.0,0.0,0.0
866,0.32689297206796497,0.03225168877706539,0.023918114883147323,0.0028438324683834892,0.023918114883147323,0.0028438324683834892,0.0,0.0,[],0.9870212,47.169712,47.254593,0.0,0.0,0.0
867,0.3273714788710119,0.0323085806462505,0.02392534015234804,0.0028445934592555844,0.02392534015234804,0.0028445934592555844,0.0,0.0,[],0.98701733,47.169712,47.254593,0.0,0.0,0.0
868,0.32785011920024115,0.03236548731956396,0.023932016461460703,0.0028453336656726336,0.023932016461460703,0.0028453336656726336,0.0,0.0,[],0.98701215,47.169712,47.254593,0.0,0.0,0.0
869,0.32832888259107934,0.032422408440665726,0.023938169541909415,0.002846056055088475,0.023938169541909415,0.002846056055088475,0.0,0.0,[],0.98700535,47.169712,47.254593,0.0,0.0,0.0
870,0.3288077592106973,0.03247934361322076,0.023943830980899916,0.0028467586277516332,0.023943830980899916,0.0028467586277516332,0.0,0.0,[],0.9869968,47.169712,47.254593,0.0,0.0,0.0
871,0.3292867400725963,0.03253629250767706,0.023949043094946942,0.0028474447228150623,0.023949043094946942,0.0028474447228150623,0.0,0.0,[],0.98698646,47.169712,47.254593,0.0,0.0,0.0
872,0.32976581700554836,0.03259325476791857,0.023953846647603028,0.002848113012075437,0.023953846647603028,0.002848113012075437,0.0,0.0,[],0.98697394,47.169712,47.254593,0.0,0.0,0.0
873,0.33024498240185773,0.03265023004802807,0.02395826981546878,0.0028487640054750685,0.02395826981546878,0.0028487640054750685,0.0,0.0,[],0.98695904,47.169712,47.254593,0.0,0.0,0.0
874,0.3307242294310737,0.03270721798665195,0.02396235146079806,0.002849396931194015,0.02396235146079806,0.002849396931194015,0.0,0.0,[],0.98694164,47.169712,47.254593,0.0,0.0,0.0
875,0.3312035514015935,0.032764218273622955,0.023966098525991297,0.002850014348550367,0.023966098525991297,0.002850014348550367,0.0,0.0,[],0.9869215,47.169712,47.254593,0.0,0.0,0.0
876,0.3316829422421717,0.032821230568096584,0.02396954202891055,0.0028506147236813106,0.02396954202891055,0.0028506147236813106,0.0,0.0,[],0.9868984,47.169712,47.254593,0.0,0.0,0.0
877,0.3321623962622637,0.03287825457795564,0.023972701004597807,0.0028512004929526213,0.023972701004597807,0.0028512004929526213,0.0,0.0,[],0.9868723,47.169712,47.254593,0.0,0.0,0.0
878,0.3326419081444177,0.032935289982744205,0.023975594107698894,0.0028517702394283972,0.023975594107698894,0.0028517702394283972,0.0,0.0,[],0.9868429,47.169712,47.254593,0.0,0.0,0.0
879,0.3331214732735756,0.03299233649905692,0.023978256457896974,0.002852325815635659,0.023978256457896974,0.002852325815635659,0.0,0.0,[],0.9868099,47.169712,47.254593,0.0,0.0,0.0
880,0.3336010872335314,0.033049393815909114,0.023980697997788125,0.0028528658426099085,0.023980697997788125,0.0028528658426099085,0.0,0.0,[],0.9867733,47.169712,47.254593,0.0,0.0,0.0
881,0.3340807457992137,0.033106461644366834,0.0239829282841153,0.002853391422886098,0.0239829282841153,0.002853391422886098,0.0,0.0,[],0.9867327,47.169712,47.254593,0.0,0.0,0.0
882,0.33456044508486554,0.03316353967268372,0.02398496428259267,0.0028539014158441844,0.02398496428259267,0.0028539014158441844,0.0,0.0,[],0.9866881,47.169712,47.254593,0.0,0.0,0.0
883,0.33504018161772015,0.03322062761825816,0.023986826642728998,0.002854397278722054,0.023986826642728998,0.002854397278722054,0.0,0.0,[],0.98663914,47.169712,47.254593,0.0,0.0,0.0
884,0.33551995179553723,0.033277725191010236,0.023988508890854687,0.002854878637603697,0.023988508890854687,0.002854878637603697,0.0,0.0,[],0.9865857,47.169712,47.254593,0.0,0.0,0.0
