sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_noise_variance
10000.0,1000.0,1,5000.0,0,0.01,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
353,0.08424534518414184,0.004980995928981146,0.021323586687739038,0.00177158923713705,0.021323586687739038,0.00177158923713705,0.0,0.0,[],0.6423692,35.16971,35.199158,0.0,0.0,0.0
354,0.08467173552743404,0.005016477682222274,0.02131951716460989,0.001774087662056445,0.02131951716460989,0.001774087662056445,0.0,0.0,[],0.641777,35.16971,35.199158,0.0,0.0,0.0
355,0.08509804106775767,0.005052007691942607,0.021315277016181966,0.00177650048601663,0.021315277016181966,0.00177650048601663,0.0,0.0,[],0.6411728,35.16971,35.199158,0.0,0.0,0.0
356,0.0855242587685646,0.005087584261970904,0.021310885040346506,0.0017788285014148641,0.021310885040346506,0.0017788285014148641,0.0,0.0,[],0.6405569,35.16971,35.199158,0.0,0.0,0.0
357,0.08595038535750199,0.005123205723120635,0.021306329446868943,0.0017810730574865374,0.021306329446868943,0.0017810730574865374,0.0,0.0,[],0.6399288,37.16971,35.199158,0.0,0.0,0.0
358,0.08637641758147098,0.0051588704143497935,0.02130161119844942,0.0017832345614579026,0.02130161119844942,0.0017832345614579026,0.0,0.0,[],0.63928866,37.16971,35.199158,0.0,0.0,0.0
359,0.0868023523850514,0.005194576705743829,0.02129674017902161,0.001785314569701768,0.02129674017902161,0.001785314569701768,0.0,0.0,[],0.6386363,37.16971,35.199158,0.0,0.0,0.0
360,0.08722818646846008,0.005230322978238463,0.02129170417043369,0.0017873136247317234,0.02129170417043369,0.0017873136247317234,0.0,0.0,[],0.63797164,37.16971,35.199158,0.0,0.0,0.0
361,0.08765693211740305,0.005266377665224981,0.02143728244714893,0.001802734349325874,0.02143728244714893,0.001802734349325874,0.0,0.0,[],0.8657323336224284,37.16971,37.252884,0.0,0.0,0.0
362,0.08808873822300242,0.005302695891998327,0.02159030527996819,0.0018159113386673198,0.02159030527996819,0.0018159113386673198,0.0,0.0,[],0.8657322,37.16971,37.252884,0.0,0.0,0.0
363,0.08852315723441144,0.005339264635722147,0.02172095057045098,0.0018284371861909676,0.02172095057045098,0.0018284371861909676,0.0,0.0,[],0.8657317,37.16971,37.252884,0.0,0.0,0.0
364,0.08895998586297509,0.005376082181980736,0.02184143142818229,0.0018408773129294786,0.02184143142818229,0.0018408773129294786,0.0,0.0,[],0.8657307,37.16971,37.252884,0.0,0.0,0.0
365,0.08939905338475078,0.005413142431102359,0.021953376088784893,0.00185301245608116,0.021953376088784893,0.00185301245608116,0.0,0.0,[],0.8657291,37.16971,37.252884,0.0,0.0,0.0
366,0.08984020124498059,0.005450439440012077,0.022057393011490234,0.0018648504454858994,0.022057393011490234,0.0018648504454858994,0.0,0.0,[],0.8657266,37.16971,37.252884,0.0,0.0,0.0
367,0.0902830824382574,0.005488033391174839,0.02214405966384092,0.0018796975581381048,0.02214405966384092,0.0018796975581381048,0.0,0.0,[],0.86572313,37.16971,37.252884,0.0,0.0,0.0
368,0.09072757444298474,0.005525917406336874,0.022224600236366854,0.0018942007581017606,0.022224600236366854,0.0018942007581017606,0.0,0.0,[],0.8657185,37.16971,37.252884,0.0,0.0,0.0
369,0.09117356322206027,0.005564084810170869,0.02229943895377673,0.0019083701916997597,0.02229943895377673,0.0019083701916997597,0.0,0.0,[],0.86571246,37.16971,37.252884,0.0,0.0,0.0
370,0.0916209426928951,0.005602529077161479,0.02236897354174161,0.001922213349530466,0.02236897354174161,0.001922213349530466,0.0,0.0,[],0.8657049,37.16971,37.252884,0.0,0.0,0.0
371,0.09206952924175119,0.005641240514659957,0.022429327442804237,0.0019355718749238804,0.022429327442804237,0.0019355718749238804,0.0,0.0,[],0.86569554,37.16971,37.252884,0.0,0.0,0.0
372,0.09251923916790387,0.005680211254609447,0.022485496307634634,0.0019485369974745481,0.022485496307634634,0.0019485369974745481,0.0,0.0,[],0.86568433,37.16971,37.252884,0.0,0.0,0.0
373,0.09296999253004307,0.0057194354144346005,0.022537668106959785,0.001961207991257652,0.022537668106959785,0.001961207991257652,0.0,0.0,[],0.8656711,37.16971,37.252884,0.0,0.0,0.0
374,0.09342172174361747,0.0057589072469838255,0.0225864606787205,0.0019735916274612464,0.0225864606787205,0.0019735916274612464,0.0,0.0,[],0.86565566,37.16971,37.252884,0.0,0.0,0.0
375,0.09387435754325683,0.005798621177618487,0.022631789981968353,0.0019856965317330832,0.022631789981968353,0.0019856965317330832,0.0,0.0,[],0.86563784,37.16971,37.252884,0.0,0.0,0.0
376,0.09432781526650044,0.00583857084045775,0.022672886162180106,0.00199748314196313,0.022672886162180106,0.00199748314196313,0.0,0.0,[],0.86561745,37.16971,37.252884,0.0,0.0,0.0
377,0.09478203638583627,0.005878750966816996,0.02271105596679135,0.002009006317962303,0.02271105596679135,0.002009006317962303,0.0,0.0,[],0.8655942,37.16971,37.252884,0.0,0.0,0.0
378,0.09523696634722552,0.005919156418524097,0.022746498069462717,0.0020202725853550874,0.022746498069462717,0.0020202725853550874,0.0,0.0,[],0.86556816,37.16971,37.252884,0.0,0.0,0.0
379,0.09569255476917282,0.005959782200488634,0.02277942109736486,0.0020312890982268073,0.02277942109736486,0.0020312890982268073,0.0,0.0,[],0.86553895,37.16971,37.252884,0.0,0.0,0.0
380,0.09614875454880203,0.006000623408333184,0.022809988981460805,0.0020420603922275404,0.022809988981460805,0.0020420603922275404,0.0,0.0,[],0.86550653,37.16971,37.252884,0.0,0.0,0.0
381,0.09660542479639805,0.0060416900902461644,0.022833512379801135,0.0020533340956490065,0.022833512379801135,0.0020533340956490065,0.0,0.0,[],0.86547065,37.16971,37.252884,0.0,0.0,0.0
382,0.09706262869059241,0.006082967485965299,0.02286019470971823,0.00206386978595674,0.02286019470971823,0.00206386978595674,0.0,0.0,[],0.8654312,37.16971,37.252884,0.0,0.0,0.0
383,0.0975203278609678,0.00612445096219716,0.022884958518769594,0.0020741738115930275,0.022884958518769594,0.0020741738115930275,0.0,0.0,[],0.8653879,37.16971,37.252884,0.0,0.0,0.0
384,0.09797848662520944,0.006166135990804095,0.022907938212082257,0.0020842514303467397,0.022907938212082257,0.0020842514303467397,0.0,0.0,[],0.86534077,37.16971,37.252884,0.0,0.0,0.0
385,0.09843707183631,0.006208018118390727,0.022929260555027753,0.002094106379331606,0.022929260555027753,0.002094106379331606,0.0,0.0,[],0.8652895,37.16971,37.252884,0.0,0.0,0.0
386,0.09889605279915069,0.006250093023183753,0.02294904814203491,0.002103745239651289,0.02294904814203491,0.002103745239651289,0.0,0.0,[],0.86523384,37.16971,37.252884,0.0,0.0,0.0
387,0.09935540058059504,0.006292356468174775,0.022967389072217514,0.0021131722495510985,0.022967389072217514,0.0021131722495510985,0.0,0.0,[],0.8651737,37.16971,37.252884,0.0,0.0,0.0
388,0.09981508843847929,0.006334804308996526,0.02298439289421239,0.0021223920410875508,0.02298439289421239,0.0021223920410875508,0.0,0.0,[],0.86510897,37.16971,37.252884,0.0,0.0,0.0
389,0.10027509157513935,0.006377432512694839,0.02300015683300316,0.002131410184915694,0.02300015683300316,0.002131410184915694,0.0,0.0,[],0.8650394,37.16971,37.252884,0.0,0.0,0.0
390,0.10073540539788164,0.00642023656051805,0.023015691137114658,0.0021402023911605284,0.023015691137114658,0.0021402023911605284,0.0,0.0,[],0.8649649,37.16971,37.252884,0.0,0.0,0.0
391,0.10119600667139027,0.0064632125848581275,0.023030063675431478,0.002148801217003893,0.023030063675431478,0.002148801217003893,0.0,0.0,[],0.8648852,37.16971,37.252884,0.0,0.0,0.0
392,0.10165687434615615,0.006506356805873282,0.023043383738293954,0.0021572110507577236,0.023043383738293954,0.0021572110507577236,0.0,0.0,[],0.8648002,37.16971,37.252884,0.0,0.0,0.0
393,0.10211798642943325,0.006549665208817431,0.023055604163854326,0.002165420147207442,0.023055604163854326,0.002165420147207442,0.0,0.0,[],0.8647097,37.16971,37.252884,0.0,0.0,0.0
394,0.10257932431281443,0.006593134185288535,0.023066894169058827,0.0021734488235551908,0.023066894169058827,0.0021734488235551908,0.0,0.0,[],0.8646135,37.16971,37.252884,0.0,0.0,0.0
395,0.1030408710005722,0.006636760193113958,0.023077334387888726,0.0021813003912711793,0.023077334387888726,0.0021813003912711793,0.0,0.0,[],0.8645114,37.16971,37.252884,0.0,0.0,0.0
396,0.10350261051042903,0.006680539757696523,0.023086975492841333,0.0021889782291282245,0.023086975492841333,0.0021889782291282245,0.0,0.0,[],0.86440325,37.16971,37.252884,0.0,0.0,0.0
397,0.10396452785625872,0.006724469474306432,0.023095867291484495,0.002196485830495476,0.023095867291484495,0.002196485830495476,0.0,0.0,[],0.86428905,37.16971,37.252884,0.0,0.0,0.0
398,0.10442660883893903,0.0067685459995047385,0.02310404913401598,0.0022038262599153313,0.02310404913401598,0.0022038262599153313,0.0,0.0,[],0.86416847,37.16971,37.252884,0.0,0.0,0.0
399,0.10488884072871829,0.006812766082420865,0.02311159448896305,0.002211004145806328,0.02311159448896305,0.002211004145806328,0.0,0.0,[],0.8640414,37.16971,37.252884,0.0,0.0,0.0
400,0.10535121130075989,0.0068571265434431445,0.023118528602079635,0.00221802305111396,0.023118528602079635,0.00221802305111396,0.0,0.0,[],0.8639076,37.16971,37.252884,0.0,0.0,0.0
401,0.10581370912086914,0.006901624250444627,0.023124891005462445,0.002224885350074146,0.023124891005462445,0.002224885350074146,0.0,0.0,[],0.86376685,37.16971,37.252884,0.0,0.0,0.0
402,0.10627632358702083,0.00694625611754617,0.02313072330758459,0.002231593355077166,0.02313072330758459,0.002231593355077166,0.0,0.0,[],0.8636192,37.16971,37.252884,0.0,0.0,0.0
403,0.10673904456181421,0.006991019131764631,0.023136048739669235,0.002238150710923037,0.023136048739669235,0.002238150710923037,0.0,0.0,[],0.8634643,37.16971,37.252884,0.0,0.0,0.0
404,0.10720186297113879,0.007035910346619118,0.023140920466229176,0.0022445607427243885,0.023140920466229176,0.0022445607427243885,0.0,0.0,[],0.863302,37.16971,37.252884,0.0,0.0,0.0
405,0.10766477010191709,0.007080926859093495,0.02314535653891525,0.0022508256237188107,0.02314535653891525,0.0022508256237188107,0.0,0.0,[],0.8631321,37.16971,37.252884,0.0,0.0,0.0
406,0.10812775756658889,0.007126065834565622,0.0231493732335899,0.002256948773606382,0.0231493732335899,0.002256948773606382,0.0,0.0,[],0.86295456,37.16971,37.252884,0.0,0.0,0.0
407,0.10859081764602253,0.007171324464670476,0.023153003971682296,0.0022629315052427046,0.023153003971682296,0.0022629315052427046,0.0,0.0,[],0.8627692,37.16971,37.252884,0.0,0.0,0.0
408,0.10905394298854952,0.007216700026908426,0.02315626712634966,0.002268778111897518,0.02315626712634966,0.002268778111897518,0.0,0.0,[],0.8625757,37.16971,37.252884,0.0,0.0,0.0
409,0.10951712689319934,0.007262189832176488,0.023159195232491214,0.002274490263403095,0.023159195232491214,0.002274490263403095,0.0,0.0,[],0.862374,37.16971,37.252884,0.0,0.0,0.0
410,0.10998036297555566,0.007307791241248366,0.023161804117815876,0.0022800704535939076,0.023161804117815876,0.0022800704535939076,0.0,0.0,[],0.86216396,37.16971,37.252884,0.0,0.0,0.0
411,0.11044364496399312,0.007353501661627603,0.02316409942187292,0.0022855210189618447,0.02316409942187292,0.0022855210189618447,0.0,0.0,[],0.8619454,37.16971,37.252884,0.0,0.0,0.0
412,0.11090696713402018,0.007399318552195096,0.023166108501353477,0.0022908445283746914,0.023166108501353477,0.0022908445283746914,0.0,0.0,[],0.86171806,37.16971,37.252884,0.0,0.0,0.0
413,0.11137032394120254,0.007445239419207324,0.02316784035911823,0.0022960433506113986,0.02316784035911823,0.0022960433506113986,0.0,0.0,[],0.86148185,37.16971,37.252884,0.0,0.0,0.0
414,0.11183371037965407,0.007491261805764394,0.023169321922576813,0.0023011193278534847,0.023169321922576813,0.0023011193278534847,0.0,0.0,[],0.86123663,37.16971,37.252884,0.0,0.0,0.0
415,0.11229712163897546,0.0075373832826878115,0.023170562966068786,0.002306073846170875,0.023170562966068786,0.002306073846170875,0.0,0.0,[],0.8609822,37.16971,37.252884,0.0,0.0,0.0
416,0.11276055313387183,0.007583601483445078,0.023171574744818457,0.002310910037863323,0.023171574744818457,0.002310910037863323,0.0,0.0,[],0.86071837,37.16971,37.252884,0.0,0.0,0.0
417,0.11322400028581613,0.007629914075136809,0.0231723575972147,0.0023156295845865316,0.0231723575972147,0.0023156295845865316,0.0,0.0,[],0.86044496,37.16971,37.252884,0.0,0.0,0.0
418,0.1136874590124186,0.007676318761188837,0.023172936330123406,0.0023202343026014205,0.023172936330123406,0.0023202343026014205,0.0,0.0,[],0.8601619,37.16971,37.252884,0.0,0.0,0.0
419,0.11415092528462567,0.007722813279033004,0.023173313610353574,0.0023247258922083347,0.023173313610353574,0.0023247258922083347,0.0,0.0,[],0.8598691,37.16971,37.252884,0.0,0.0,0.0
420,0.11461439525305672,0.007769395408283514,0.023173498421552807,0.0023291064625254876,0.023173498421552807,0.0023291064625254876,0.0,0.0,[],0.85956633,37.16971,37.252884,0.0,0.0,0.0
421,0.11507786528911534,0.007816062959923044,0.023173501802931318,0.0023333775819764924,0.023173501802931318,0.0023333775819764924,0.0,0.0,[],0.8592533,37.16971,37.252884,0.0,0.0,0.0
422,0.11554133200814021,0.007862813785643253,0.02317333595124338,0.0023375412860104916,0.02317333595124338,0.0023375412860104916,0.0,0.0,[],0.85892993,37.16971,37.252884,0.0,0.0,0.0
423,0.11600479180110088,0.007909645776462354,0.02317298964803327,0.0023415995409550305,0.02317298964803327,0.0023415995409550305,0.0,0.0,[],0.8585961,37.16971,37.252884,0.0,0.0,0.0
424,0.11646824144854241,0.007956556837086452,0.02317248237207692,0.0023455530312048722,0.02317248237207692,0.0023455530312048722,0.0,0.0,[],0.8582516,37.16971,37.252884,0.0,0.0,0.0
425,0.1169316778497882,0.008003544921943728,0.02317182006228946,0.002349404242863784,0.02317182006228946,0.002349404242863784,0.0,0.0,[],0.8578962,37.16971,37.252884,0.0,0.0,0.0
426,0.11739509785441453,0.008050608011664906,0.023171000231316574,0.0023531544860588838,0.023171000231316574,0.0023531544860588838,0.0,0.0,[],0.8575298,37.16971,37.252884,0.0,0.0,0.0
427,0.11785849845994634,0.008097744108358427,0.02317003027659026,0.0023568048346760406,0.02317003027659026,0.0023568048346760406,0.0,0.0,[],0.8571523,37.16971,37.252884,0.0,0.0,0.0
428,0.11832187677312862,0.008144951250462497,0.02316891565911461,0.0023603571052035477,0.02316891565911461,0.0023603571052035477,0.0,0.0,[],0.8567635,37.16971,37.252884,0.0,0.0,0.0
429,0.11878523006213718,0.008192227509966584,0.023167664450427727,0.0023638129752043824,0.023167664450427727,0.0023638129752043824,0.0,0.0,[],0.85636324,37.16971,37.252884,0.0,0.0,0.0
430,0.11924855557378601,0.008239570972825447,0.023166275582441775,0.002367173142943102,0.023166275582441775,0.002367173142943102,0.0,0.0,[],0.85595137,37.16971,37.252884,0.0,0.0,0.0
431,0.11971185070830044,0.008286979757694723,0.02316475672572138,0.0023704392434638066,0.02316475672572138,0.0023704392434638066,0.0,0.0,[],0.85552776,37.16971,37.252884,0.0,0.0,0.0
432,0.12017511289778583,0.008334452010332994,0.023163109474269694,0.002373612631913602,0.023163109474269694,0.002373612631913602,0.0,0.0,[],0.8550923,37.16971,37.252884,0.0,0.0,0.0
433,0.12063833954598498,0.00838198590901328,0.023161332409957103,0.0023766949340142673,0.023161332409957103,0.0023766949340142673,0.0,0.0,[],0.8546447,37.16971,37.252884,0.0,0.0,0.0
434,0.12110152827098809,0.00842957962980307,0.023159436250155485,0.0023796860394895702,0.023159436250155485,0.0023796860394895702,0.0,0.0,[],0.8541849,37.16971,37.252884,0.0,0.0,0.0
435,0.12156467643975344,0.008477231397814363,0.023157408438267302,0.0023825884005646003,0.023157408438267302,0.0023825884005646003,0.0,0.0,[],0.85371274,37.16971,37.252884,0.0,0.0,0.0
436,0.12202778152778293,0.008524939460523625,0.023155254401474812,0.0023854031354630933,0.023155254401474812,0.0023854031354630933,0.0,0.0,[],0.8532281,37.16971,37.252884,0.0,0.0,0.0
437,0.12249084121007615,0.008572702081464455,0.023152984114661157,0.0023881310470414974,0.023152984114661157,0.0023881310470414974,0.0,0.0,[],0.8527308,37.16971,37.252884,0.0,0.0,0.0
438,0.122953853250604,0.008620517545202516,0.023150602026392297,0.0023907731869030613,0.023150602026392297,0.0023907731869030613,0.0,0.0,[],0.85222065,37.16971,37.252884,0.0,0.0,0.0
439,0.12341681536716231,0.008668384155161845,0.023148105827915932,0.002393330497966417,0.023148105827915932,0.002393330497966417,0.0,0.0,[],0.8516977,37.16971,37.252884,0.0,0.0,0.0
440,0.12387972523973927,0.008716300251300877,0.023145493628847325,0.0023958048069516735,0.023145493628847325,0.0023958048069516735,0.0,0.0,[],0.8511615,37.16971,37.252884,0.0,0.0,0.0
441,0.12434258032576055,0.008764264174924105,0.02314275430106405,0.0023981961811614383,0.02314275430106405,0.0023981961811614383,0.0,0.0,[],0.8506121,37.16971,37.252884,0.0,0.0,0.0
442,0.12480537843748214,0.00881227430256075,0.023139905586079257,0.0024005063818322014,0.023139905586079257,0.0024005063818322014,0.0,0.0,[],0.85004926,37.16971,37.252884,0.0,0.0,0.0
443,0.1252681172215592,0.00886032901908919,0.02313693920385318,0.002402735826422031,0.02313693920385318,0.002402735826422031,0.0,0.0,[],0.84947294,37.16971,37.252884,0.0,0.0,0.0
444,0.1257307944261056,0.008908426728469008,0.02313386022731989,0.0024048854689908694,0.02313386022731989,0.0024048854689908694,0.0,0.0,[],0.848883,37.16971,37.252884,0.0,0.0,0.0
445,0.12619340788971628,0.00895656585158093,0.023130673180533412,0.0024069561555961627,0.023130673180533412,0.0024069561555961627,0.0,0.0,[],0.8482791,37.16971,37.252884,0.0,0.0,0.0
446,0.12665595514403624,0.009004744826267765,0.023127362715998023,0.0024089487343417204,0.023127362715998023,0.0024089487343417204,0.0,0.0,[],0.8476613,37.16971,37.252884,0.0,0.0,0.0
447,0.1271184341113203,0.00905296210177738,0.02312394836420295,0.0024108637754807205,0.02312394836420295,0.0024108637754807205,0.0,0.0,[],0.8470294,37.16971,37.252884,0.0,0.0,0.0
448,0.12758084274493706,0.009101216157909844,0.023120431680838882,0.0024127028066232015,0.023120431680838882,0.0024127028066232015,0.0,0.0,[],0.8463833,37.16971,37.252884,0.0,0.0,0.0
449,0.12804317848263988,0.009149505477391526,0.023116786885141627,0.0024144659740841234,0.023116786885141627,0.0024144659740841234,0.0,0.0,[],0.8457228,37.16971,37.252884,0.0,0.0,0.0
450,0.12850543916583404,0.009197828577766527,0.023113034159708112,0.0024161550187500325,0.023113034159708112,0.0024161550187500325,0.0,0.0,[],0.8450478,37.16971,37.252884,0.0,0.0,0.0
451,0.12896762247718616,0.009246183966556314,0.02310916556760545,0.002417769439489348,0.02310916556760545,0.002417769439489348,0.0,0.0,[],0.84435815,37.16971,37.252884,0.0,0.0,0.0
452,0.12942972625598237,0.009294570178146555,0.023105188939810395,0.0024193105795120573,0.023105188939810395,0.0024193105795120573,0.0,0.0,[],0.84365374,37.16971,37.252884,0.0,0.0,0.0
453,0.12989174799132608,0.00934298574848725,0.023101086767185697,0.002420778517034705,0.023101086767185697,0.002420778517034705,0.0,0.0,[],0.8429344,37.16971,37.252884,0.0,0.0,0.0
454,0.13035368547138984,0.009391429251001851,0.023096874003188494,0.002422175125730064,0.023096874003188494,0.002422175125730064,0.0,0.0,[],0.8422001,37.16971,37.252884,0.0,0.0,0.0
455,0.13081553630208348,0.009439899235864855,0.023092541534681876,0.002423499243150218,0.023092541534681876,0.002423499243150218,0.0,0.0,[],0.8414507,37.16971,37.252884,0.0,0.0,0.0
456,0.13127729841659846,0.00948839428867103,0.023088105725749264,0.002424752640308725,0.023088105725749264,0.002424752640308725,0.0,0.0,[],0.84068596,37.16971,37.252884,0.0,0.0,0.0
457,0.1317389691688327,0.009536913006263317,0.02308353761171289,0.0024259358796143715,0.02308353761171289,0.0024259358796143715,0.0,0.0,[],0.8399058,39.169712,37.252884,0.0,0.0,0.0
458,0.13220054631876446,0.00958545399110079,0.023078857496587224,0.0024270492418736467,0.023078857496587224,0.0024270492418736467,0.0,0.0,[],0.8391101,39.169712,37.252884,0.0,0.0,0.0
459,0.13266328053622314,0.009634151915706468,0.023136710872934563,0.0024348962302838117,0.023136710872934563,0.0024348962302838117,0.0,0.0,[],0.9532975815251126,39.169712,39.20884,0.0,0.0,0.0
460,0.13312708421213074,0.009683002968406242,0.02319018379538007,0.002442552634988715,0.02319018379538007,0.002442552634988715,0.0,0.0,[],0.95329726,39.169712,39.20884,0.0,0.0,0.0
461,0.13359180623306943,0.009732003466928915,0.023236101046934854,0.002450024926133665,0.023236101046934854,0.002450024926133665,0.0,0.0,[],0.9532966,39.169712,39.20884,0.0,0.0,0.0
462,0.13405737714500338,0.009781149874367826,0.02327854559669773,0.0024573203719455705,0.02327854559669773,0.0024573203719455705,0.0,0.0,[],0.9532954,39.169712,39.20884,0.0,0.0,0.0
463,0.13452373233262685,0.00983043874038202,0.02331775938117331,0.0024644433007097177,0.02331775938117331,0.0024644433007097177,0.0,0.0,[],0.95329344,39.169712,39.20884,0.0,0.0,0.0
464,0.134990812532683,0.009879866739613304,0.02335401000280668,0.0024713999615642024,0.02335401000280668,0.0024713999615642024,0.0,0.0,[],0.95329046,39.169712,39.20884,0.0,0.0,0.0
465,0.1354585627472996,0.009929430618990123,0.023387510730829453,0.0024781939688409693,0.023387510730829453,0.0024781939688409693,0.0,0.0,[],0.95328635,39.169712,39.20884,0.0,0.0,0.0
466,0.13592693206107148,0.009979127219937423,0.023418465688594514,0.0024848300473649942,0.023418465688594514,0.0024848300473649942,0.0,0.0,[],0.95328087,39.169712,39.20884,0.0,0.0,0.0
467,0.13639587328432037,0.010028953485688986,0.02344706116244466,0.002491313287578123,0.02344706116244466,0.002491313287578123,0.0,0.0,[],0.9532739,39.169712,39.20884,0.0,0.0,0.0
468,0.1368653411644098,0.01007890644156049,0.023473394004470682,0.0024976477935751973,0.023473394004470682,0.0024976477935751973,0.0,0.0,[],0.9532652,39.169712,39.20884,0.0,0.0,0.0
469,0.13733529811217837,0.010128983212329955,0.023497847388428417,0.0025038385384732464,0.023497847388428417,0.0025038385384732464,0.0,0.0,[],0.9532545,39.169712,39.20884,0.0,0.0,0.0
470,0.13780570714124143,0.010179180998163416,0.02352045145315329,0.002509889291673062,0.02352045145315329,0.002509889291673062,0.0,0.0,[],0.95324177,39.169712,39.20884,0.0,0.0,0.0
471,0.13827653364849063,0.010229497060344954,0.02354132536246012,0.002515803109076842,0.02354132536246012,0.002515803109076842,0.0,0.0,[],0.95322675,39.169712,39.20884,0.0,0.0,0.0
472,0.13874774571895654,0.010279928709607871,0.02356060352329492,0.0025215824631459327,0.02356060352329492,0.0025215824631459327,0.0,0.0,[],0.9532092,39.169712,39.20884,0.0,0.0,0.0
473,0.1392193140853543,0.010330473336284455,0.023578418319887495,0.0025272313338291497,0.023578418319887495,0.0025272313338291497,0.0,0.0,[],0.953189,39.169712,39.20884,0.0,0.0,0.0
474,0.13969121130626422,0.010381128402829915,0.023594861045497018,0.002532753327272985,0.023594861045497018,0.002532753327272985,0.0,0.0,[],0.9531659,39.169712,39.20884,0.0,0.0,0.0
475,0.1401634122459449,0.0104318914288703,0.023610046984033906,0.002538151302019287,0.023610046984033906,0.002538151302019287,0.0,0.0,[],0.9531398,39.169712,39.20884,0.0,0.0,0.0
476,0.14063589349622185,0.010482759993230673,0.023624062513847965,0.002543428218018562,0.023624062513847965,0.002543428218018562,0.0,0.0,[],0.9531104,39.169712,39.20884,0.0,0.0,0.0
477,0.1411086334544859,0.010533731737327514,0.023636997913202284,0.002548587204842079,0.023636997913202284,0.002548587204842079,0.0,0.0,[],0.9530776,39.169712,39.20884,0.0,0.0,0.0
478,0.14158161214526843,0.010584804343677376,0.02364893453912642,0.0025536303174931163,0.02364893453912642,0.0025536303174931163,0.0,0.0,[],0.95304114,39.169712,39.20884,0.0,0.0,0.0
479,0.14205481107366727,0.01063597556583744,0.023659946419941624,0.0025585611080032322,0.023659946419941624,0.0025585611080032322,0.0,0.0,[],0.95300084,39.169712,39.20884,0.0,0.0,0.0
480,0.1425282132203808,0.01068724319400843,0.023670107335677093,0.0025633814085495032,0.023670107335677093,0.0025633814085495032,0.0,0.0,[],0.95295656,39.169712,39.20884,0.0,0.0,0.0
481,0.14300180263361778,0.010738605082237597,0.02367947066184839,0.0025680944114583326,0.02367947066184839,0.0025680944114583326,0.0,0.0,[],0.95290804,39.169712,39.20884,0.0,0.0,0.0
482,0.14347556451287985,0.01079005910718223,0.023688093963103674,0.0025727012472316346,0.023688093963103674,0.0025727012472316346,0.0,0.0,[],0.9528551,39.169712,39.20884,0.0,0.0,0.0
483,0.14394948511290084,0.01084160321124699,0.023696030001049584,0.002577205203238009,0.023696030001049584,0.002577205203238009,0.0,0.0,[],0.95279765,39.169712,39.20884,0.0,0.0,0.0
484,0.14442355171208723,0.010893235377254484,0.023703329959319452,0.0025816083003746826,0.023703329959319452,0.0025816083003746826,0.0,0.0,[],0.9527355,39.169712,39.20884,0.0,0.0,0.0
485,0.14489775260696117,0.010944953624916423,0.02371004474369598,0.002585912383096911,0.02371004474369598,0.002585912383096911,0.0,0.0,[],0.9526683,39.169712,39.20884,0.0,0.0,0.0
486,0.1453720768466789,0.010996756018118675,0.023716211985886693,0.0025901196601125775,0.023716211985886693,0.0025901196601125775,0.0,0.0,[],0.9525959,39.169712,39.20884,0.0,0.0,0.0
487,0.1458465142261733,0.011048640657599834,0.023721868974719618,0.002594231974057948,0.023721868974719618,0.002594231974057948,0.0,0.0,[],0.95251817,39.169712,39.20884,0.0,0.0,0.0
488,0.14632105540086834,0.011100605684698337,0.023727058734751116,0.002598251354925196,0.023727058734751116,0.002598251354925196,0.0,0.0,[],0.95243496,39.169712,39.20884,0.0,0.0,0.0
489,0.14679569147236787,0.01115264927065681,0.02373180357497673,0.0026021792979236125,0.02373180357497673,0.0026021792979236125,0.0,0.0,[],0.952346,39.169712,39.20884,0.0,0.0,0.0
490,0.147270414273073,0.011204769622270022,0.023736140035255593,0.002606017580660591,0.023736140035255593,0.002606017580660591,0.0,0.0,[],0.9522512,39.169712,39.20884,0.0,0.0,0.0
491,0.14774521627706055,0.01125696499430859,0.023740100199377556,0.0026097686019284083,0.023740100199377556,0.0026097686019284083,0.0,0.0,[],0.9521502,39.169712,39.20884,0.0,0.0,0.0
492,0.1482200904188755,0.01130923367430313,0.023743707090746247,0.0026134339997270217,0.023743707090746247,0.0026134339997270217,0.0,0.0,[],0.952043,39.169712,39.20884,0.0,0.0,0.0
493,0.1486950299919266,0.011361573970434337,0.023746978652555262,0.0026170148065602916,0.023746978652555262,0.0026170148065602916,0.0,0.0,[],0.9519293,39.169712,39.20884,0.0,0.0,0.0
494,0.14917002883949865,0.011413984221742057,0.023749942378602062,0.0026205125653859795,0.023749942378602062,0.0026205125653859795,0.0,0.0,[],0.9518089,39.169712,39.20884,0.0,0.0,0.0
495,0.14964508114481823,0.011466462790703817,0.023752615265978383,0.0026239284480880087,0.023752615265978383,0.0026239284480880087,0.0,0.0,[],0.9516818,39.169712,39.20884,0.0,0.0,0.0
496,0.1501201814965328,0.011519008067423045,0.02375501758572951,0.0026272638359614575,0.02375501758572951,0.0026272638359614575,0.0,0.0,[],0.95154744,39.169712,39.20884,0.0,0.0,0.0
